InteractionID,GeneSymbol,DrugID,DrugName,ConceptID,InteractionType,Directionality,Score,PMIDs,Sources
IX07752,IDH1,D04944,SANGUINARIUM CHLORIDE,ncit:C80864,,,0.01583853111616673,,DTC
IX07753,IDH1,D04945,COLCHICEINE,rxcui:2174385,,,0.03167706223233346,,DTC
IX07754,IDH1,D04393,NITROXOLINE,rxcui:31901,,,0.009746788379179526,,DTC
IX07755,IDH1,D04946,CHEMBL:CHEMBL592316,chembl:CHEMBL592316,,,0.01810117841847626,,DTC
IX07756,IDH1,D04947,CHEMBL:CHEMBL598883,chembl:CHEMBL598883,,,0.1267082489293338,,DTC
IX07757,IDH1,D04948,DIHYDROSPHINGOSINE,iuphar.ligand:2453,,,0.0211180414882223,,DTC
IX07758,IDH1,D04949,CHEMBL:CHEMBL486706,chembl:CHEMBL486706,,,0.01583853111616673,,DTC
IX07759,IDH1,D04419,CHEMBL:CHEMBL260342,chembl:CHEMBL260342,,,0.01583853111616673,,DTC
IX07760,IDH1,D04950,CHEMBL:CHEMBL536008,chembl:CHEMBL536008,,,0.06335412446466691,,DTC
IX07761,IDH1,D04951,CHEMBL:CHEMBL590168,chembl:CHEMBL590168,,,0.02534164978586676,,DTC
IX07762,IDH1,D04451,DICHLOROPHEN,rxcui:3351,,,0.007039347162740767,,DTC
IX07763,IDH1,D04952,CHEMBL:CHEMBL537045,chembl:CHEMBL537045,,,0.06335412446466691,,DTC
IX07764,IDH1,D01552,CHEMBL:CHEMBL581868,chembl:CHEMBL581868,,,0.04223608297644461,,DTC
IX07765,IDH1,D04953,CHEMBL:CHEMBL533602,chembl:CHEMBL533602,,,0.01055902074411115,,DTC
IX07766,IDH1,D04954,THIOGUANOSINE,chembl:CHEMBL283078,,,0.02534164978586676,,DTC
IX07767,IDH1,D01933,CHEMBL:CHEMBL1998001,chembl:CHEMBL1998001,,,0.02534164978586676,,DTC
IX07768,IDH1,D04955,CHEMBL:CHEMBL1529479,chembl:CHEMBL1529479,,,0.1267082489293338,,DTC
IX07769,IDH1,D02165,VENETOCLAX,rxcui:1747556,,,0.04031626102296985,37102976|27520294,CGI|CIViC|PharmGKB|FDA|CKB-CORE
IX07770,IDH1,D04956,STREPTONIGRIN,ncit:C844,,,0.00633541244646669,,DTC
IX07771,IDH1,D04957,CHEMBL:CHEMBL1606,chembl:CHEMBL1606,,,0.03167706223233346,,DTC
IX07772,IDH1,D04299,THIOGUANINE,rxcui:10485,,,0.003839643906949509,,DTC
IX07773,IDH1,D04188,CHEMBL:CHEMBL581574,chembl:CHEMBL581574,,,0.01810117841847626,,DTC
IX07774,IDH1,D00439,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,drugbank:DB08073,,,0.009746788379179526,,DTC
IX07775,IDH1,D02858,SERTRALINE HYDROCHLORIDE,rxcui:155137,,,0.00633541244646669,,DTC
IX07776,IDH1,D00508,ASTEMIZOLE,rxcui:42328,,,0.007919265558083364,,DTC
IX07777,IDH1,D01504,CALMIDAZOLIUM CHLORIDE,chembl:CHEMBL1208858,,,0.00633541244646669,,DTC
IX07778,IDH1,D02084,VALPROIC ACID,rxcui:11118,,,0.004445903471204695,31151327,CKB-CORE
IX07779,IDH1,D04958,SPHAEROPSIDIN A,chembl:CHEMBL1834675,,,0.06335412446466691,,DTC
IX07780,IDH1,D04959,CHEMBL:CHEMBL579318,chembl:CHEMBL579318,,,0.01267082489293338,,DTC
IX07781,IDH1,D04960,KAMEBANIN,chembl:CHEMBL472437,,,0.01583853111616673,,DTC
IX07782,IDH1,D00094,AZACITIDINE,rxcui:1251,,,0.02217394356263341,37102976|35443108|33119479|24077805,CIViC|DTC|CKB-CORE
IX07783,IDH1,D04961,CHEMBL:CHEMBL530361,chembl:CHEMBL530361,,,0.02534164978586676,,DTC
IX07784,IDH1,D04962,HELENALIN,chembl:CHEMBL338474,,,0.007919265558083364,,DTC
IX07785,IDH1,D04963,PERUVOSIDE,drugbank:DB13756,,,0.04223608297644461,,DTC
IX07786,IDH1,D04964,CHEMBL:CHEMBL610622,chembl:CHEMBL610622,,,0.1267082489293338,,DTC
IX07787,IDH1,D03772,MITONAFIDE,ncit:C66165,,,0.01583853111616673,,DTC
IX07788,IDH1,D04406,CALCIMYCIN,ncit:C83573,,,0.006668855206807043,,DTC
IX07789,IDH1,D03912,CERALASERTIB,ncit:C111993,,,0.04223608297644461,34027408,CKB-CORE
IX07790,IDH1,D00608,ETHACRYNIC ACID,rxcui:4109,,,0.007919265558083364,,DTC
IX07791,IDH1,D04965,CHEMBL:CHEMBL583584,chembl:CHEMBL583584,,,0.06335412446466691,,DTC
IX07792,IDH1,D04966,RANOSIDENIB,ncit:C175602,,,0.06335412446466691,,CKB-CORE
IX07793,IDH1,D04967,CHEMBL:CHEMBL1530911,chembl:CHEMBL1530911,,,0.02534164978586676,,DTC
IX07794,IDH1,D04968,CHEMBL:CHEMBL1588679,chembl:CHEMBL1588679,,,0.02534164978586676,,DTC
IX07795,IDH1,D02012,BEVACIZUMAB,rxcui:253337,,,0.00633541244646669,26762204,CKB-CORE
IX07796,IDH1,D01927,TEMOZOLOMIDE,rxcui:37776,,,0.01206745227898417,25910950,CKB-CORE
IX07797,IDH1,D04124,CHEMBL:CHEMBL578512,chembl:CHEMBL578512,,,0.004369249963080476,,DTC
IX07798,IDH1,D04969,NORTRIPTYLINE HYDROCHLORIDE,rxcui:203130,,,0.0211180414882223,,DTC
IX07799,IDH1,D00602,CHEMBL:CHEMBL81782,chembl:CHEMBL81782,,,0.01055902074411115,,DTC
IX07800,IDH1,D04970,DIGITOXIN,rxcui:3403,,,0.006668855206807043,,DTC
IX07801,IDH1,D04427,CHEMBL:CHEMBL1439833,chembl:CHEMBL1439833,,,0.03167706223233346,,DTC
IX07802,IDH1,D04971,CHEMBL:CHEMBL528791,chembl:CHEMBL528791,,,0.02534164978586676,,DTC
IX07803,IDH1,D00838,CHEMBL:CHEMBL602776,chembl:CHEMBL602776,,,0.02534164978586676,,DTC
IX07804,IDH1,D00734,CHEMBL:CHEMBL581872,chembl:CHEMBL581872,,,0.01810117841847626,,DTC
IX07805,IDH1,D04972,"2,6-DIMETHOXYQUINONE",chembl:CHEMBL448515,,,0.01810117841847626,,DTC
IX07806,IDH1,D01902,VELIPARIB,ncit:C60768,,,0.02303786344169706,32494639,CKB-CORE
IX07807,IDH1,D04973,BIX-01294,iuphar.ligand:7014,,,0.01583853111616673,,DTC
IX07808,IDH1,D04974,"2-METHOXY-1,4-NAPHTHOQUINONE",chembl:CHEMBL106562,,,0.01583853111616673,,DTC
IX07809,IDH1,D04975,STROPHANTHIDIN,chembl:CHEMBL111743,,,0.0211180414882223,,DTC
IX07810,IDH1,D01497,ALEXIDINE HYDROCHLORIDE,chembl:CHEMBL1487183,,,0.007453426407607871,,DTC
IX07811,IDH1,D01326,TRAMETINIB DIMETHYL SULFOXIDE,rxcui:1425098,,,0.005391840379971652,39500140,CKB-CORE
IX07812,IDH1,D04976,DIGOXIGENIN,drugbank:DB03671,,,0.03167706223233346,,DTC
IX07813,IDH1,D04977,CHLORPROMAZINE HYDROCHLORIDE,rxcui:104728,,,0.007453426407607871,,DTC
IX07814,IDH1,D01329,DECITABINE,rxcui:15657,,,0.01055902074411115,24077826,CKB-CORE
IX07815,IDH1,D04978,THIETHYLPERAZINE MALATE,ncit:C66598,,,0.01583853111616673,,DTC
IX07816,IDH1,D01195,HYCANTHONE,ncit:C550,,,0.006668855206807043,,DTC
IX07817,IDH1,D01209,ASTERRIC ACID,chembl:CHEMBL469424,,,0.007039347162740767,,DTC
IX07818,IDH1,D01134,DAUNORUBICIN LIPOSOMAL,rxcui:214468,,,0.002784796679765578,29339439,CKB-CORE
IX07819,IDH1,D02647,SAQUINAVIR,rxcui:83395,,,0.01407869432548153,,DTC
IX07820,IGFBP3,D00349,FLUOROURACIL,rxcui:4492,,,0.450032746197289,20860465,PharmGKB
IX07821,IGFBP3,D01334,CELECOXIB,rxcui:140587,,,0.7791611725206796,22336956,PharmGKB
IX07822,IL17B,D04979,VIDOFLUDIMUS,ncit:C152873,,,10.4407597117771,,TdgClinicalTrial
IX07823,IL6R,D04980,SARILUMAB,rxcui:1923319,antibody; inhibitor,INHIBITORY; INHIBITORY,12.04703043666589,,TTD|ChEMBL|GuideToPharmacology
IX07824,IL6R,D04981,SATRALIZUMAB,rxcui:2391541,inhibitor,INHIBITORY,5.354235749629285,23575266,TTD|PharmGKB|ChEMBL
IX07825,IL6R,D04982,LEVILIMAB,ncit:C173804,inhibitor,INHIBITORY,4.015676812221964,,ChEMBL
IX07826,IL6R,D04983,VOBARILIZUMAB,iuphar.ligand:8363,,,4.015676812221964,,TTD
IX07827,IL6R,D00689,RALOXIFENE HYDROCHLORIDE,rxcui:166551,,,0.1606270724888785,24456369,DTC
IX07828,IL6R,D04984,IL-6,iuphar.ligand:4998,agonist,ACTIVATING,0.211351411169577,,GuideToPharmacology
IX07829,IL6R,D02614,THALIDOMIDE,rxcui:10432,,,0.2170636114714575,12515619,NCI
IX07830,IL6R,D04985,VOBARILIZUMAB,ncit:C152901,inhibitor,INHIBITORY,4.015676812221964,,ChEMBL
IX07831,IL6R,D03351,PROTEASOME INHIBITOR,ncit:C2160,,,0.4015676812221964,18298552,NCI
IX07832,IL6R,D04986,BAZEDOXIFENE,rxcui:1441386,,,1.606270724888785,24456369,DTC
IX07833,IL6R,D04987,SIRUKUMAB,ncit:C152371,,,4.015676812221964,,TTD|TdgClinicalTrial
IX07834,IL6R,D00349,FLUOROURACIL,rxcui:4492,,,0.06923580710727524,8888499,NCI
IX07835,IL6R,D04384,TOCILIZUMAB,rxcui:612865,inhibitor; immunotherapy,INHIBITORY,4.015676812221964,,TEND|TTD|MyCancerGenome|TdgClinicalTrial|ChEMBL
IX07836,IL6,D00705,CISPLATIN,rxcui:2555,,,0.007247507782713527,,CIViC
IX07837,IL6,D04988,ZILTIVEKIMAB,ncit:C171844,binder,,1.065383644058888,,ChEMBL
IX07838,IL6,D04989,CHINESE HERBS,ncit:C2663,,,0.5326918220294442,15768879,NCI
IX07839,IL6,D04990,PF-04236921,chembl:CHEMBL2109613,inhibitor,INHIBITORY,1.065383644058888,,TTD|ChEMBL
IX07840,IL6,D04991,MRA 003 US,chembl:CHEMBL2109615,inhibitor,INHIBITORY,1.065383644058888,,ChEMBL
IX07841,IL6,D04992,SIGNAL TRANSDUCTION INHIBITOR,ncit:C2189,,,0.5326918220294442,16525725,NCI
IX07842,IL6,D02537,BINETRAKIN,rxcui:1426682,,,0.4261534576235554,11228246,NCI
IX07843,IL6,D02705,IBUDILAST,ncit:C65876,,,0.06658647775368053,,TTD
IX07844,IL6,D00104,"INSULIN, REGULAR, HUMAN",rxcui:253182,,,0.0402031563795807,17392554,NCI
IX07845,IL6,D04993,SILTUXIMAB,rxcui:1535218,inhibitor,INHIBITORY,2.130767288117777,,TTD|ChEMBL
IX07846,IL6,D00877,METRONIDAZOLE,rxcui:6922,,,0.5326918220294442,12111578,NCI
IX07847,IL6,D04994,CLAZAKIZUMAB,ncit:C82359,antibody; inhibitor,INHIBITORY; INHIBITORY,4.261534576235554,,TTD|TdgClinicalTrial|TALC|ChEMBL
IX07848,IL6,D04995,GALLIUM NITRATE,rxcui:25544,,,0.3043953268739681,8788232,NCI
IX07849,IL6,D04752,INTERFERON ALFA-2B,rxcui:5880,,,0.152197663436984,10022737,NCI
IX07850,IL6,D04996,DULOXETINE HYDROCHLORIDE,rxcui:476250,,,0.08195258800452988,26556688,PharmGKB
IX07851,IL6,D04997,MEDI-5117,chembl:CHEMBL2109614,inhibitor,INHIBITORY,1.065383644058888,,ChEMBL
IX07852,IL6,D01769,GEMFIBROZIL,rxcui:4719,,,0.1639051760090597,8941582,NCI
IX07853,IL6,D04998,BIAFINE CREAM,ncit:C1807,,,2.130767288117777,9449167,NCI
IX07854,IL6,D00561,ETANERCEPT,rxcui:214555,,,0.08195258800452988,24253594,PharmGKB
IX07855,IL6,D04999,ELSILIMOMAB,ncit:C188564,inhibitor,INHIBITORY,1.065383644058888,,ChEMBL
IX07856,IL6,D02647,SAQUINAVIR,rxcui:83395,,,0.2367519209019752,15388451,NCI
IX07857,IL6,D00575,INFLIXIMAB,rxcui:191831,,,0.06873442864896054,24253594,PharmGKB
IX07858,IL6,D02899,LINEZOLID,rxcui:190376,,,0.2367519209019752,14561977,NCI
IX07859,IL6,D00817,IFOSFAMIDE,rxcui:5657,,,0.152197663436984,9260581,NCI
IX07860,IL6,D05000,OLOKIZUMAB,ncit:C172654,inhibitor,INHIBITORY,4.261534576235554,24641941,TTD|TdgClinicalTrial|ChEMBL
IX07861,IL6,D05001,HMG-COA REDUCTASE INHIBITOR,ncit:C1655,,,0.5326918220294442,12953163,NCI
IX07862,IL6,D04312,MIDOSTAURIN,rxcui:1919083,,,0.06087906537479363,10463595,NCI
IX07863,IL6,D04115,SELENIUM,rxcui:9641,,,0.1253392522422221,16036356,NCI
IX07864,IL6,D04987,SIRUKUMAB,ncit:C152371,inhibitor,INHIBITORY,1.065383644058888,,TTD|ChEMBL
IX07865,IL6,D02481,PEGINTERFERON ALFA-2B,rxcui:253453,,,0.0998797166305208,27812403|18458677,PharmGKB
IX07866,IL6,D05002,ECHINACEA PREPARATION,rxcui:228041,,,0.5326918220294442,9568541,NCI
IX07867,IL6,D05003,ENZYME INHIBITOR,ncit:C471,,,0.1775639406764814,11928713,NCI
IX07868,IL6,D00103,FENOFIBRATE MICRONIZED,rxcui:221100,,,0.08195258800452988,16607077,PharmGKB
IX07869,IL6,D03920,VITAMIN K,rxcui:11258,,,0.2367519209019752,12053098,NCI
IX07870,IL6,D02229,PEGINTERFERON ALFA-2A,rxcui:120608,,,0.1102121011095401,27812403|19387461,PharmGKB
IX07871,IL6,D00783,RIBAVIRIN,rxcui:9344,,,0.08410923505728067,27812403|18458677,PharmGKB
IX07872,IL6,D05004,VITAMIN A PALMITATE,rxcui:35406,,,0.7102557627059256,17377406,NCI
IX07873,IL6,D01767,ARSENIC TRIOXIDE,rxcui:18330,,,0.08195258800452988,16638192,NCI
IX07874,IL6,D04948,DIHYDROSPHINGOSINE,iuphar.ligand:2453,,,0.3551278813529628,10022508,NCI
IX07875,IL6,D02212,LEVOFLOXACIN ANHYDROUS,rxcui:1546009,,,0.3551278813529628,12714806,NCI
IX07876,IL6,D05005,YSIL6,drugbank:DB05017,,,1.065383644058888,,TTD
IX07877,IL6,D00411,NELFINAVIR,rxcui:134527,,,0.3551278813529628,15388451,NCI
IX07878,IL6,D02474,RITUXIMAB,rxcui:121191,,,0.0591879802254938,,PharmGKB
IX07879,IL6,D05006,CLAZAKIZUMAB,iuphar.ligand:9195,,,1.065383644058888,,TTD
IX07880,IL6,D05007,SELECTIVE ESTROGEN RECEPTOR MODULATOR,ncit:C1821,,,0.3551278813529628,12901849|15762036,NCI
IX07881,IL6,D05008,IMIPENEM-CILASTATIN SODIUM,ncit:C2338,,,2.130767288117777,7933537,NCI
IX07882,IL6,D01573,FENTANYL CITRATE,rxcui:142436,,,0.07102557627059257,9527747,NCI
IX07883,IL6,D05009,ZILTIVEKIMAB,iuphar.ligand:11552,,,0.5326918220294442,,TTD
IX07884,IL6,D00558,ADALIMUMAB,rxcui:327361,,,0.06456870570053869,24253594,PharmGKB
IX07885,IL10,D02793,EFAVIRENZ,rxcui:195085,,,0.2610189927944276,24819158,PharmGKB
IX07886,IL10,D01711,ANESTHETIC AGENT,ncit:C245,,,0.5220379855888553,11942866,NCI
IX07887,IL10,D05010,ACYCLOVIR,rxcui:281,,,0.8700633093147588,16961277,NCI
IX07888,IL10,D02937,MACROLIDE ANTIBIOTIC,ncit:C261,,,1.305094963972138,16476120,NCI
IX07889,IL10,D05011,LISOFYLLINE,ncit:C1516,,,2.610189927944276,9227316,NCI
IX07890,IL10,D05012,PROTON PUMP INHIBITOR,ncit:C29723,,,1.305094963972138,16815316,NCI
IX07891,IL10,D05013,SCH-708980,chembl:CHEMBL2109460,inhibitor,INHIBITORY,2.610189927944276,,ChEMBL
IX07892,IL10,D01354,SIROLIMUS,rxcui:35302,,,0.1800130984789156,12907620|22094953,NCI|PharmGKB
IX07893,IL10,D04270,SHO-SAIKO-TO,ncit:C2690,,,1.305094963972138,9185758,NCI
IX07894,IL10,D00740,RABEPRAZOLE,rxcui:114979,,,0.2007838406110982,16815316,NCI
IX07895,IL10,D02691,AMOXICILLIN ANHYDROUS,rxcui:1297882,,,0.2747568345204501,16815316,NCI
IX07896,IL10,D02540,CLARITHROMYCIN,rxcui:21212,,,0.3070811679934443,16815316,NCI
IX07897,IL10,D05014,ILODECAKIN,rxcui:2604685,,,2.610189927944276,,TTD
IX07898,IL10,D01716,FLUTICASONE,rxcui:41126,,,0.2747568345204501,12372131,NCI
IX07899,IL10,D00390,TRETINOIN,rxcui:10753,,,0.0573668116031709,8982293,NCI
IX07900,IL10,D01087,MESALAMINE,rxcui:52582,,,0.2372899934494797,15887108,NCI
IX07901,IL10,D00982,ROFECOXIB,rxcui:232158,,,0.5800422062098392,15613743,NCI
IX07902,IL10,D00561,ETANERCEPT,rxcui:214555,,,0.2007838406110982,12759288,PharmGKB
IX07903,IL10,D05015,PEGILODECAKIN,ncit:C113295,,,0.8700633093147588,,TTD
IX07904,IL10,D02487,ZIDOVUDINE,rxcui:11413,,,0.1933474020699464,10433557,NCI
IX07905,IL18,D03145,MYCOPHENOLATE,rxcui:265323,,,0.2497789404731365,12907250,NCI
IX07906,IL18,D05016,GSK-1070806,chembl:CHEMBL2109606,inhibitor,INHIBITORY,8.242705035613506,21157640,TTD|ChEMBL
IX07907,IL18,D01433,4-PHENYLENEDIAMINE,rxcui:1362740,,,0.7850195272012863,11882036,NCI
IX07908,IL18,D00078,THERAPEUTIC CORTICOSTEROID,ncit:C211,,,0.130836587866881,12689659,NCI
IX07909,IL18,D01722,COLCHICINE,rxcui:2683,,,0.1056757055847885,15281431,NCI
IX07910,IL18,D04743,RECOMBINANT INTERFERON,ncit:C584,,,0.140900940779718,19455410,PharmGKB
IX07911,IL18,D02187,ANHYDROUS TACROLIMUS,rxcui:235991,,,0.1962548818003215,11061569,NCI
IX07912,IL18,D02481,PEGINTERFERON ALFA-2B,rxcui:253453,,,0.1717230215752813,19455410,PharmGKB
IX07913,IL18,D05017,IBOCTADEKIN,ncit:C1680,,,0.9158561150681672,,TTD
IX07914,IL18,D05018,TADEKINIG ALFA,ncit:C152488,inhibitor,INHIBITORY,2.747568345204501,,ChEMBL
IX07915,IL18,D05019,CAMOTESKIMAB,chembl:CHEMBL2109604,,,5.495136690409003,24812504,TTD
IX07916,IL18,D00797,THYROXINE,chembl:CHEMBL42115,,,0.4579280575340836,16061828,NCI
IX07917,IL18,D02364,ANTIVIRAL AGENT,ncit:C281,,,0.6105707433787781,12559970,NCI
IX07918,IL18,D02229,PEGINTERFERON ALFA-2A,rxcui:120608,,,0.189487472083069,19455410,PharmGKB
IX07919,IL18,D04752,INTERFERON ALFA-2B,rxcui:5880,,,0.3925097636006431,19455410,PharmGKB
IX07920,IL18,D05020,SYNTHETIC HUMAN PAPILLOMAVIRUS 16 E6 PEPTIDE,ncit:C38726,,,5.495136690409003,16125299,NCI
IX07921,IL18,D05021,CAMOTESKIMAB,ncit:C179215,modulator,,2.747568345204501,,ChEMBL
IX07922,IL18,D00783,RIBAVIRIN,rxcui:9344,,,0.1446088602739211,19455410,PharmGKB
IX07923,IL18,D02369,DEXTRAN SULFATE SODIUM,ncit:C1284,,,0.6868920863011254,16235535,NCI
IX07924,IL13,D05022,DECTREKUMAB,iuphar.ligand:8714,,,4.350316546573794,,TdgClinicalTrial
IX07925,IL13,D05023,TRALOKINUMAB,rxcui:2589225,inhibitor,INHIBITORY,6.525474819860691,,TTD|TdgClinicalTrial|ChEMBL
IX07926,IL13,D05024,QAX-576,chembl:CHEMBL2109465,inhibitor,INHIBITORY,8.700633093147589,,TTD|ChEMBL
IX07927,IL13,D05025,ROMILKIMAB,ncit:C174791,inhibitor,INHIBITORY,2.175158273286897,,ChEMBL
IX07928,IL13,D05026,CENDAKIMAB,ncit:C174792,inhibitor,INHIBITORY,4.350316546573794,,ChEMBL
IX07929,IL13,D00558,ADALIMUMAB,rxcui:327361,,,0.2636555482771996,25712183,PharmGKB
IX07930,IL13,D05027,ROMILKIMAB,chembl:CHEMBL4298097,,,1.450105515524598,,TTD
IX07931,IL13,D05028,TNX-650,chembl:CHEMBL2109466,inhibitor,INHIBITORY,8.700633093147589,,TdgClinicalTrial|ChEMBL
IX07932,IL13,D02424,USTEKINUMAB,rxcui:847083,,,0.4350316546573794,27977334,PharmGKB
IX07933,IL13,D05029,LEBRIKIZUMAB,rxcui:2693758,inhibitor,INHIBITORY,8.700633093147589,,TTD|ChEMBL
IX07934,IL13,D05030,CNTO-5825,chembl:CHEMBL2109464,inhibitor,INHIBITORY,8.700633093147589,,TTD|ChEMBL
IX07935,IL13,D05031,ANRUKINZUMAB,ncit:C95781,inhibitor,INHIBITORY,8.700633093147589,,TTD|ChEMBL
IX07936,IL15RA,D05032,RECOMBINANT HUMAN INTERLEUKIN-15,ncit:C1545,agonist,ACTIVATING,4.350316546573794,,ChEMBL
IX07937,IL15RA,D05033,IL-2/9/15 GAMMA CHAIN RECEPTOR INHIBITOR BNZ-1,ncit:C146636,,,3.262737409930345,,TTD
IX07938,IL15RA,D05034,ALT-803,iuphar.ligand:9615,,,13.05094963972138,,TTD
IX07939,IL15RA,D05035,IL-15,iuphar.ligand:4981,agonist,ACTIVATING,13.05094963972138,,GuideToPharmacology
IX07940,IL5,D01413,METHYLPREDNISOLONE,rxcui:6902,,,0.9667370103497321,1551701|10836352,NCI
IX07941,IL5,D00033,ADENOVIRUS VECTOR,ncit:C1890,,,0.8286317231569132,16780678,NCI
IX07942,IL5,D05036,BENRALIZUMAB,rxcui:1989100,,,3.866948041398928,22136436,TTD
IX07943,IL5,D05037,RESLIZUMAB,rxcui:1746889,inhibitor,INHIBITORY,17.40126618629517,,TTD|TdgClinicalTrial|ChEMBL
IX07944,IL5,D05038,DEPEMOKIMAB,ncit:C175768,inhibitor,INHIBITORY,5.800422062098392,,ChEMBL
IX07945,IL5,D00546,CYCLOPHOSPHAMIDE ANHYDROUS,rxcui:1545988,,,0.1432202978295899,11006010,NCI
IX07946,IL5,D05039,INTERLEUKIN-3,rxcui:1311225,,,5.800422062098392,8485042,NCI
IX07947,IL5,D00036,CYCLOSPORINE,rxcui:3008,,,0.1333430359103078,9237106,NCI
IX07948,IL5,D05040,MEPOLIZUMAB,rxcui:1720597,inhibitor,INHIBITORY,5.800422062098392,,TTD|TdgClinicalTrial|ChEMBL
IX07949,IL4,D05041,PASCOLIZUMAB,ncit:C88618,inhibitor,INHIBITORY,20.88151942355421,,TTD|ChEMBL
IX07950,IL4,D05042,TEPOXALIN,ncit:C76817,,,2.610189927944276,,TTD
IX07951,IL4,D05025,ROMILKIMAB,ncit:C174791,inhibitor,INHIBITORY,5.220379855888553,,ChEMBL
IX07952,IL4,D05027,ROMILKIMAB,chembl:CHEMBL4298097,,,3.480253237259035,,TTD
IX07953,IL4,D00047,ASPIRIN,rxcui:1191,,,0.2346238137478001,20921925,PharmGKB
IX07954,ITGB3,D05043,EPTIFIBATIDE,rxcui:75635,inhibitor,INHIBITORY,3.480253237259035,20938371,TEND|TdgClinicalTrial|PharmGKB|ChEMBL
IX07955,ITGB3,D05044,ATN-161,drugbank:DB05491,inhibitor,INHIBITORY,0.8700633093147588,,ChEMBL
IX07956,ITGB3,D05045,ABCIXIMAB,rxcui:83929,inhibitor,INHIBITORY,1.740126618629517,,TEND|TdgClinicalTrial|ChEMBL
IX07957,ITGB3,D05046,CYPATE,chembl:CHEMBL2071606,,,3.480253237259035,22871580,DTC
IX07958,ITGB3,D05047,INTETUMUMAB,ncit:C61070,inhibitor,INHIBITORY,2.320168824839357,,TdgClinicalTrial|ChEMBL
IX07959,ITGB3,D05048,INTEGRIN RECEPTOR ANTAGONIST GLPG0187,ncit:C96223,,,0.5800422062098393,,TdgClinicalTrial
IX07960,ITGB3,D05049,ZALUNFIBAN,ncit:C180665,inhibitor,INHIBITORY,1.740126618629517,,ChEMBL
IX07961,ITGB3,D05050,CILENGITIDE,ncit:C1834,inhibitor,INHIBITORY,3.480253237259035,24095096,TdgClinicalTrial|DTC|TALC|ChEMBL
IX07962,ITGB3,D02277,ANTI-THYMOCYTE GLOBULIN,ncit:C278,,,0.3163866579326396,,TdgClinicalTrial
IX07963,ITGB3,D05051,TIROFIBAN HYDROCHLORIDE,rxcui:253202,inhibitor,INHIBITORY,1.740126618629517,,ChEMBL
IX07964,ITGB3,D05052,ABITUZUMAB,ncit:C82422,inhibitor,INHIBITORY,0.5800422062098393,,ChEMBL
IX07965,ITGB3,D05053,TIROFIBAN,rxcui:73137,,,2.784202589807228,20938371,TEND|TdgClinicalTrial|PharmGKB
IX07966,ITGB3,D05054,GANTOFIBAN,ncit:C73227,,,1.740126618629517,,TdgClinicalTrial
IX07967,ITGB3,D05055,ETARACIZUMAB,ncit:C1800,inhibitor,INHIBITORY,0.8700633093147588,,ChEMBL
IX07968,ITGB3,D05056,TADOCIZUMAB,ncit:C88626,inhibitor,INHIBITORY,1.740126618629517,,ChEMBL
IX07969,IL2,D05057,DACLIZUMAB,rxcui:190353,,,0.2039210881206466,,TTD
IX07970,IL2,D01053,HUMAN CHORIONIC GONADOTROPIN,rxcui:340705,,,0.08586151078764068,9334854,NCI
IX07971,IL2,D01681,AMIKACIN,rxcui:641,,,0.2330526721378818,1598936,NCI
IX07972,IL2,D02372,ACETAMINOPHEN,rxcui:161,,,0.0313724750954841,11053919,NCI
IX07973,IL2,D01442,BECLOMETHASONE,rxcui:1347,,,0.135947392080431,8071057,NCI
IX07974,IL2,D03351,PROTEASOME INHIBITOR,ncit:C2160,,,0.08156843524825864,11477338,NCI
IX07975,IL2,D02978,QUININE,rxcui:9071,,,0.1882348505729045,3497888|2846451,NCI
IX07976,IL2,D00357,PROCHLORPERAZINE,rxcui:8704,,,0.05826316803447046,8564607,NCI
IX07977,IL2,D02655,TROPISETRON,rxcui:27392,,,0.1087579136643448,11053919,NCI
IX07978,IL2,D02833,OFLOXACIN,rxcui:7623,,,0.135947392080431,2115511,NCI
IX07979,IL2,D05058,BCG VACCINE,hemonc:59,,,0.5437895683217243,12707736,NCI
IX07980,IL2,D05059,LORUKAFUSP ALFA,ncit:C162537,,,0.8156843524825864,,TTD
IX07981,IL2,D05060,TICARCILLIN,rxcui:10591,,,0.8156843524825864,1598936,NCI
IX07982,IL2,D02286,PRASTERONE,rxcui:3143,,,0.09063159472028738,16091484,NCI
IX07983,IL2,D04257,PHYTOCHEMICAL,ncit:C28269,,,0.5437895683217243,15905551,NCI
IX07984,IL2,D05061,HUMAN INTERLEUKIN-2,drugbank:DB14865,,,0.8156843524825864,,TTD
IX07985,IL2,D05062,AZIRIDINE,chembl:CHEMBL540990,,,1.631368704965172,17197726,NCI
IX07986,IL2,D05063,MESMULOGENE ANCOVACIVEC,chembl:CHEMBL4650517,,,0.4078421762412932,,TTD
IX07987,IL2,D01725,CYCLOOXYGENASE INHIBITOR,ncit:C1323,,,0.4078421762412932,3263105,NCI
IX07988,IL2,D01784,GENTAMICIN,rxcui:1596450,,,0.07092907412892056,1598936,NCI
IX07989,IL2,D05064,CELL DIFFERENTIATING AGENT,ncit:C2122,,,1.631368704965172,14646537,NCI
IX07990,IL2,D02937,MACROLIDE ANTIBIOTIC,ncit:C261,,,0.4078421762412932,1513198,NCI
IX07991,IL2,D05065,LEUVECTIN,drugbank:DB17303,,,0.8156843524825864,,TTD
