InteractionID,GeneSymbol,DrugID,DrugName,ConceptID,InteractionType,Directionality,Score,PMIDs,Sources
IX00001,ADH5,D00001,CAVOSONSTAT,ncit:C174782,inhibitor,INHIBITORY,7.457685508412219,,ChEMBL
IX00002,ADH5,D00002,NOX-6-18,iuphar.ligand:12944,inhibitor,INHIBITORY,7.457685508412219,,GuideToPharmacology
IX00003,ADH5,D00003,9-HYDROXYOCTADECADIENOIC ACID,iuphar.ligand:5567,agonist,ACTIVATING,7.457685508412219,,GuideToPharmacology
IX00004,ADH5,D00004,ONC212,iuphar.ligand:11337,agonist,ACTIVATING,7.457685508412219,,GuideToPharmacology
IX00005,ADH5,D00005,N6022,chembl:CHEMBL1738699,inhibitor,INHIBITORY,3.728842754206109,,ChEMBL
IX00006,ADH5,D00006,NITREFAZOLE,ncit:C72626,inhibitor,INHIBITORY,1.065383644058888,,ChEMBL
IX00007,ADH5,D00007,NOX-6-7,iuphar.ligand:12945,agonist,ACTIVATING,7.457685508412219,,GuideToPharmacology
IX00008,ACTC1,D00008,THERAPEUTIC GLUCOCORTICOID,ncit:C521,,,0.1395823490879292,15988617,NCI
IX00009,ACTC1,D00009,CCL20,iuphar.ligand:808,agonist,ACTIVATING,1.186449967247398,,GuideToPharmacology
IX00010,ACTC1,D00010,ACT-660602,iuphar.ligand:12207,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00011,ACTC1,D00011,CCL11,iuphar.ligand:769,inhibitor,INHIBITORY,0.5932249836236992,,GuideToPharmacology
IX00012,ACTC1,D00012,DEXAMETHASONE,rxcui:3264,,,0.05583293963517169,15988617,NCI
IX00013,ACTC1,D00013,CXCL9,iuphar.ligand:837,agonist,ACTIVATING,1.186449967247398,,GuideToPharmacology
IX00014,ACTC1,D00014,DURAMYCIN,iuphar.ligand:841,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00015,ACTC1,D00015,CCL7,iuphar.ligand:759,inhibitor,INHIBITORY,0.4745799868989593,,GuideToPharmacology
IX00016,ACTC1,D00016,CXCL12&ALPHA;,iuphar.ligand:4358,agonist,ACTIVATING,0.790966644831599,,GuideToPharmacology
IX00017,ACTC1,D00017,KALLSTROEMIN D,iuphar.ligand:843,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00018,ACTC1,D00018,ACT-777991,iuphar.ligand:12584,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00019,ACTC1,D00019,[125I]CXCL10 (HUMAN),iuphar.ligand:3660,agonist,ACTIVATING,2.372899934494797,,GuideToPharmacology
IX00020,ACTC1,D00020,NBI-74330,iuphar.ligand:839,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00021,ACTC1,D00021,DIOSCIN,iuphar.ligand:840,inhibitor,INHIBITORY,0.790966644831599,,GuideToPharmacology
IX00022,ACTC1,D00022,[125I]CXCL11 (HUMAN),iuphar.ligand:3661,agonist,ACTIVATING,2.372899934494797,,GuideToPharmacology
IX00023,ACTC1,D00023,AMG487,iuphar.ligand:13071,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00024,ACTC1,D00024,CCL13,iuphar.ligand:770,agonist,ACTIVATING,0.4745799868989593,,GuideToPharmacology
IX00025,ACTC1,D00025,CXCL11,iuphar.ligand:836,agonist,ACTIVATING,0.790966644831599,,GuideToPharmacology
IX00026,ACTC1,D00026,HYPOGLAUCIN A,iuphar.ligand:842,inhibitor,INHIBITORY,2.372899934494797,,GuideToPharmacology
IX00027,ACTC1,D00027,CCL5,iuphar.ligand:758,agonist,ACTIVATING,0.4745799868989593,,GuideToPharmacology
IX00028,ACTC1,D00028,CXCL10,iuphar.ligand:835,agonist,ACTIVATING,1.186449967247398,,GuideToPharmacology
IX00029,ACTC1,D00029,CCL19,iuphar.ligand:810,agonist,ACTIVATING,0.5932249836236992,,GuideToPharmacology
IX00030,AGT,D00030,ENALAPRIL MALEATE,rxcui:203123,,,0.3052853716893891,11928713,NCI
IX00031,AGT,D00031,ANGIOGENESIS INHIBITOR,ncit:C1742,,,0.483368505174866,15578913,NCI
IX00032,AGT,D00032,IMIDAPRIL,rxcui:60245,,,1.450105515524598,25143324,PharmGKB
IX00033,AGT,D00033,ADENOVIRUS VECTOR,ncit:C1890,,,0.4143158615784566,16014023,NCI
IX00034,AGT,D00034,BENAZEPRIL,rxcui:18867,,,1.933474020699464,25143324|21449848|17261659,PharmGKB
IX00035,AGT,D00035,CHLORTHALIDONE,rxcui:2409,,,0.6444913402331547,25278896,PharmGKB
IX00036,AGT,D00036,CYCLOSPORINE,rxcui:3008,,,0.06667151795515393,10642325,NCI
IX00037,AGT,D00037,HYDROCORTISONE BUTYRATE,rxcui:103468,,,0.1381052871928188,15576665,NCI
IX00038,AGT,D00038,MESTRANOL,rxcui:6782,,,0.6444913402331547,3023023,NCI
IX00039,AGT,D00039,CYT006-ANGQB,drugbank:DB05739,,,2.900211031049196,,TdgClinicalTrial
IX00040,AGT,D00040,QUINAPRIL,rxcui:35208,,,3.866948041398928,12693379|11849656,NCI|PharmGKB
IX00041,AGT,D00041,HYDROCHLOROTHIAZIDE,rxcui:5487,,,0.1260961317847476,14735111,PharmGKB
IX00042,AGT,D00042,GSK-2586881,chembl:CHEMBL4297887,cleavage,INHIBITORY,2.900211031049196,,ChEMBL
IX00043,AGT,D00043,LISINOPRIL ANHYDROUS,rxcui:1546022,,,0.725052757762299,25278896,PharmGKB
IX00044,AGT,D00044,ADRIAMYCIN,wikidata:Q47520887,,,0.3052853716893891,7581027,NCI
IX00045,AGT,D00045,AMLODIPINE BESYLATE,rxcui:104416,,,0.3866948041398929,25278896,PharmGKB
IX00046,AGT,D00046,CILAZAPRIL,rxcui:21102,,,0.9667370103497321,,TEND
IX00047,AGT,D00047,ASPIRIN,rxcui:1191,,,0.06517328159661116,20824505,PharmGKB
IX00048,ACO1,D00048,ANTIOXIDANT,ncit:C275,,,1.657263446313826,10037708,NCI
IX00049,ACO1,D00049,ANTISERUM,ncit:C571,,,0.9943580677882958,8764614,NCI
IX00050,ACO1,D00050,ACETYLCYSTEINE,rxcui:197,,,2.320168824839357,10037708,NCI
IX00051,ACP3,D00051,ALANINE,rxcui:426,agonist,ACTIVATING,1.04407597117771,,GuideToPharmacology
IX00052,ACP3,D00052,MODIFIED VACCINIA ANKARA-BAVARIAN NORDIC,rxcui:2464823,,,2.610189927944276,,TdgClinicalTrial
IX00053,ACP3,D00053,CITRULLINE,rxcui:2567,agonist,ACTIVATING,5.220379855888553,,GuideToPharmacology
IX00054,ACP3,D00054,"ORNITHINE, (L)-ISOMER",rxcui:314709,agonist,ACTIVATING,5.220379855888553,,GuideToPharmacology
IX00055,ACP3,D00055,SIPULEUCEL-T,rxcui:997261,binder,,5.220379855888553,,ChEMBL
IX00056,ACP3,D00056,LYSINE,rxcui:6536,agonist,ACTIVATING,2.610189927944276,,GuideToPharmacology
IX00057,ACP3,D00057,SERINE,rxcui:9671,agonist,ACTIVATING,5.220379855888553,,GuideToPharmacology
IX00058,ACP3,D00058,ARGININE,rxcui:1091,agonist,ACTIVATING,2.610189927944276,,GuideToPharmacology
IX00059,ACP3,D00059,GLYCINE,rxcui:4919,agonist,ACTIVATING,0.4350316546573794,,GuideToPharmacology
IX00060,ACP3,D00060,GLUTAMINE,rxcui:4885,agonist,ACTIVATING,0.6525474819860692,,GuideToPharmacology
IX00061,ACSL3,D00061,CONTELTINIB,iuphar.ligand:9763,inhibitor,INHIBITORY,6.525474819860691,,GuideToPharmacology
IX00062,ACSL3,D00062,PF-562271,iuphar.ligand:9381,inhibitor,INHIBITORY,0.1208421262937165,,GuideToPharmacology
IX00063,ACSL3,D00063,NVP-TAE 226,iuphar.ligand:9382,inhibitor,INHIBITORY,1.864421377103054,,GuideToPharmacology
IX00064,ACSL3,D00064,ALOISINE,iuphar.ligand:5923,inhibitor,INHIBITORY,4.350316546573794,,GuideToPharmacology
IX00065,ACTN4,D00065,25-HYDROXYCHOLESTEROL,iuphar.ligand:2885,agonist,ACTIVATING,2.175158273286897,,GuideToPharmacology
IX00066,ACTN4,D00066,GSK682753A,iuphar.ligand:13053,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00067,ACTN4,D00067,"7&BETA;, 27-DIHYDROXYCHOLESTEROL",iuphar.ligand:4354,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00068,ACTN4,D00068,COMPOUND 32 [PMID: 38047891],iuphar.ligand:13050,inhibitor,INHIBITORY,4.350316546573794,,GuideToPharmacology
IX00069,ACTN4,D00069,27-HYDROXYCHOLESTEROL,iuphar.ligand:2752,agonist,ACTIVATING,1.450105515524598,,GuideToPharmacology
IX00070,ACTN4,D00070,7&BETA;-HYDROXYCHOLESTEROL,iuphar.ligand:4352,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00071,ACTN4,D00071,"7&ALPHA;,27-DIHYDROXYCHOLESTEROL",iuphar.ligand:4353,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00072,ACTN4,D00072,NIBR51,iuphar.ligand:13051,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00073,ACTN4,D00073,"7&BETA;, 25-DIHYDROXYCHOLESTEROL",iuphar.ligand:4355,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00074,ACTN4,D00074,NIBR189,iuphar.ligand:13052,inhibitor,INHIBITORY,4.350316546573794,,GuideToPharmacology
IX00075,ACTN4,D00075,7&ALPHA;-HYDROXYCHOLESTEROL,iuphar.ligand:4351,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00076,ACTN4,D00076,"7&ALPHA;,25-DIHYDROXYCHOLESTEROL",iuphar.ligand:4350,agonist,ACTIVATING,4.350316546573794,,GuideToPharmacology
IX00077,AFP,D00077,NICOTINE POLACRILEX,rxcui:31765,,,0.08729732200482532,1711749,NCI
IX00078,AFP,D00078,THERAPEUTIC CORTICOSTEROID,ncit:C211,,,0.09561135267195152,66166,NCI
IX00079,AFP,D00079,ETOPOSIDE,rxcui:4179,,,0.1038537106609128,2427033|1382827,NCI
IX00080,AFP,D00080,MASOPROCOL,rxcui:227239,,,0.08543993217493541,1716990,NCI
IX00081,AFP,D00081,FOLIC ACID,rxcui:4511,,,0.1673198671759151,14990409,NCI
IX00082,AFP,D00082,PHOSPHATIDYLSERINE,rxcui:89959,agonist,ACTIVATING,2.007838406110982,,GuideToPharmacology
IX00083,AFP,D00083,METHOTREXATE,rxcui:6851,,,0.03650615283838149,2581382,NCI
IX00084,AFP,D00084,YTTRIUM Y 90 TACATUZUMAB TETRAXETAN,chembl:CHEMBL2108669,binder,,2.007838406110982,,ChEMBL
IX00085,AFP,D00085,MIFEPRISTONE,rxcui:6964,,,0.1434170290079273,1701323,NCI
IX00086,AFP,D00086,ANALGESIC AGENT,ncit:C241,,,0.4015676812221964,1711749,NCI
IX00087,AFP,D00087,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,,,0.02713295143393219,15770640,NCI
IX00088,AFP,D00088,EPOETIN ALFA,rxcui:105694,,,0.1181081415359401,9016855,NCI
IX00089,AFP,D00089,POLYESTRADIOL PHOSPHATE,rxcui:34120,,,1.338558937407321,2427033,NCI
IX00090,AFP,D00090,INDOMETHACIN,rxcui:5781,,,0.1003919203055491,2443931,NCI
IX00091,AFP,D00091,TEGAFUR-URACIL,ncit:C9506,,,1.338558937407321,11242656,NCI
IX00092,AFP,D00092,BLEOMYCIN,rxcui:1622,,,0.2509798007638728,10226829,NCI
IX00093,AFP,D00093,DACTINOMYCIN,rxcui:3100,,,0.1147336232063418,9891062,NCI
IX00094,AFP,D00094,AZACITIDINE,rxcui:1251,,,0.1003919203055491,6197072,NCI
IX00095,AFP,D00047,ASPIRIN,rxcui:1191,,,0.04511996418226926,7515237,NCI
IX00096,AFP,D00095,BACILLUS CALMETTE-GUERIN ANTIGEN,ncit:C77178,,,0.3346397343518303,6155303,NCI
IX00097,AFP,D00096,POLYETHYLENE GLYCOL 4000,rxcui:1310594,,,0.8031353624443928,7543774,NCI
IX00098,AFP,D00097,RUTIN,rxcui:9500,,,0.4015676812221964,9492341,NCI
IX00099,AFP,D00098,METHYLNITROSOUREA,ncit:C645,,,0.4461863124691071,2424628,NCI
IX00100,AFP,D00099,MM-093,drugbank:DB05512,,,2.007838406110982,,TTD
IX00101,AFP,D00100,VINCRISTINE,rxcui:11202,,,0.0495762569410119,15770640,NCI
IX00102,AFP,D00101,BROXURIDINE,ncit:C318,,,0.3346397343518303,2452471,NCI
IX00103,ADIPOQ,D00102,NEVIRAPINE,rxcui:53654,,,1.186449967247398,15305892,NCI
IX00104,ADIPOQ,D00103,FENOFIBRATE MICRONIZED,rxcui:221100,,,1.003919203055491,17194889,NCI
IX00105,ADIPOQ,D00104,"INSULIN, REGULAR, HUMAN",rxcui:253182,,,0.4924886656498635,16567542,NCI
IX00106,ADIPOQ,D00105,SPIRONOLACTONE,rxcui:9997,,,1.631368704965172,17142138,NCI
IX00107,A1BG,D00106,NARATRIPTAN,rxcui:141366,agonist,ACTIVATING,0.05000363846636545,,GuideToPharmacology
IX00108,A1BG,D00107,"GR 125,743",iuphar.ligand:69,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00109,A1BG,D00108,BUSPIRONE,rxcui:1827,agonist,ACTIVATING,0.06429039231389844,,GuideToPharmacology
IX00110,A1BG,D00109,SUMATRIPTAN,rxcui:37418,agonist,ACTIVATING,0.01956664113901256,,GuideToPharmacology
IX00111,A1BG,D00110,ELETRIPTAN,rxcui:231049,agonist,ACTIVATING,0.05000363846636545,,GuideToPharmacology
IX00112,A1BG,D00111,RISPERIDONE,rxcui:35636,inhibitor,INHIBITORY,0.006716906659661031,,GuideToPharmacology
IX00113,A1BG,D00112,SB 714786,iuphar.ligand:77,inhibitor,INHIBITORY,0.1500109153990963,,GuideToPharmacology
IX00114,A1BG,D00113,LY293284,iuphar.ligand:19,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00115,A1BG,D00114,ILOPERIDONE,rxcui:73178,inhibitor,INHIBITORY,0.02143013077129947,,GuideToPharmacology
IX00116,A1BG,D00115,FROVATRIPTAN,rxcui:228783,agonist,ACTIVATING,0.0900065492394578,,GuideToPharmacology
IX00117,A1BG,D00116,P-MPPI,iuphar.ligand:68,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00118,A1BG,D00117,ZALOSPIRONE,ncit:C152944,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00119,A1BG,D00118,WAY-100135,iuphar.ligand:79,inhibitor,INHIBITORY,0.1125081865493222,,GuideToPharmacology
IX00120,A1BG,D00119,RACLOPRIDE,ncit:C152139,inhibitor,INHIBITORY,0.0900065492394578,,GuideToPharmacology
IX00121,A1BG,D00120,LY344864,iuphar.ligand:21,agonist,ACTIVATING,0.05000363846636545,,GuideToPharmacology
IX00122,A1BG,D00121,PROPRANOLOL HYDROCHLORIDE,rxcui:82084,inhibitor,INHIBITORY,0.01875136442488704,,GuideToPharmacology
IX00123,A1BG,D00122,"LY 165,163",iuphar.ligand:18,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00124,A1BG,D00123,OCAPERIDONE,ncit:C76441,agonist,ACTIVATING,0.07500545769954818,,GuideToPharmacology
IX00125,A1BG,D00124,(R)-UH 301,iuphar.ligand:3218,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00126,A1BG,D00125,SERTINDOLE,rxcui:41996,inhibitor,INHIBITORY,0.02143013077129947,,GuideToPharmacology
IX00127,A1BG,D00126,[3H]ROBALZOTAN,iuphar.ligand:82,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00128,A1BG,D00127,SPIROXATRINE,ncit:C74108,agonist,ACTIVATING,0.0450032746197289,,GuideToPharmacology
IX00129,A1BG,D00128,S-14506,iuphar.ligand:24,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00130,A1BG,D00129,RU 24969,iuphar.ligand:23,agonist,ACTIVATING,0.03750272884977409,,GuideToPharmacology
IX00131,A1BG,D00130,[3H]P-MPPF,iuphar.ligand:81,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00132,A1BG,D00131,VORTIOXETINE HYDROBROMIDE,rxcui:1439834,agonist,ACTIVATING,0.03461790355363762,,GuideToPharmacology
IX00133,A1BG,D00132,RITANSERIN,ncit:C95217,inhibitor,INHIBITORY,0.02045603391805859,,GuideToPharmacology
IX00134,A1BG,D00133,(+)-BUTACLAMOL,iuphar.ligand:62,inhibitor,INHIBITORY,0.06429039231389844,,GuideToPharmacology
IX00135,A1BG,D00134,MPDT,iuphar.ligand:71,inhibitor,INHIBITORY,0.0900065492394578,,GuideToPharmacology
IX00136,A1BG,D00135,IPSAPIRONE,ncit:C74391,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00137,A1BG,D00136,ZIPRASIDONE,rxcui:115698,agonist,ACTIVATING,0.01451718536120287,,GuideToPharmacology
IX00138,A1BG,D00137,METITEPINE,ncit:C166815,inhibitor,INHIBITORY,0.02143013077129947,,GuideToPharmacology
IX00139,A1BG,D00138,APOMORPHINE,rxcui:1043,agonist,ACTIVATING,0.01666787948878848,,GuideToPharmacology
IX00140,A1BG,D00139,S-15535,iuphar.ligand:26,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00141,A1BG,D00140,PERGOLIDE,rxcui:8047,agonist,ACTIVATING,0.02647251448219347,,GuideToPharmacology
IX00142,A1BG,D00141,LYSERGIDE,ncit:C76104,agonist,ACTIVATING,0.0900065492394578,,GuideToPharmacology
IX00143,A1BG,D00142,(R)-FLUROCARAZOLOL,iuphar.ligand:65,inhibitor,INHIBITORY,0.2250163730986445,,GuideToPharmacology
IX00144,A1BG,D00143,RIZATRIPTAN BENZOATE,rxcui:237082,agonist,ACTIVATING,0.06429039231389844,,GuideToPharmacology
IX00145,A1BG,D00144,FLIBANSERIN,rxcui:1665509,agonist,ACTIVATING,0.06429039231389844,,GuideToPharmacology
IX00146,A1BG,D00145,CP 93129,iuphar.ligand:11,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00147,A1BG,D00146,(S)-FLUROCARAZOLOL,iuphar.ligand:66,inhibitor,INHIBITORY,0.2250163730986445,,GuideToPharmacology
IX00148,A1BG,D00147,ZOTEPINE,rxcui:40003,inhibitor,INHIBITORY,0.02812704663733056,,GuideToPharmacology
IX00149,A1BG,D00148,(-)-TERTATOLOL,iuphar.ligand:64,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00150,A1BG,D00149,LISURIDE,rxcui:6446,agonist,ACTIVATING,0.02368593401038363,,GuideToPharmacology
IX00151,A1BG,D00150,7-METHOXY-1-NAPHTHYLPIPERAZINE,iuphar.ligand:6,agonist,ACTIVATING,0.1500109153990963,,GuideToPharmacology
IX00152,A1BG,D00151,BROMOCRIPTINE,rxcui:1760,agonist,ACTIVATING,0.01451718536120287,,GuideToPharmacology
IX00153,A1BG,D00152,ARIPIPRAZOLE LAUROXIL,rxcui:1673265,agonist,ACTIVATING,0.02368593401038363,,GuideToPharmacology
IX00154,A1BG,D00153,VILAZODONE HYDROCHLORIDE,rxcui:1086768,agonist,ACTIVATING,0.0450032746197289,,GuideToPharmacology
IX00155,A1BG,D00154,FLESINOXAN,ncit:C80760,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00156,A1BG,D00155,NAN 190,iuphar.ligand:73,inhibitor,INHIBITORY,0.05625409327466113,,GuideToPharmacology
IX00157,A1BG,D00156,SB 272183,iuphar.ligand:75,inhibitor,INHIBITORY,0.1500109153990963,,GuideToPharmacology
IX00158,A1BG,D00157,QUETIAPINE FUMARATE,rxcui:221153,agonist,ACTIVATING,0.01250090961659136,,GuideToPharmacology
IX00159,A1BG,D00158,ROBALZOTAN,ncit:C74143,inhibitor,INHIBITORY,0.2250163730986445,,GuideToPharmacology
IX00160,A1BG,D00159,MESORIDAZINE,rxcui:6779,inhibitor,INHIBITORY,0.0450032746197289,,GuideToPharmacology
IX00161,A1BG,D00160,ASENAPINE,rxcui:784649,agonist,ACTIVATING,0.01800130984789156,,GuideToPharmacology
IX00162,A1BG,D00161,5-CT,iuphar.ligand:4,agonist,ACTIVATING,0.03461790355363762,,GuideToPharmacology
IX00163,A1BG,D00162,[3H]WAY100635,iuphar.ligand:3251,inhibitor,INHIBITORY,0.1500109153990963,,GuideToPharmacology
IX00164,A1BG,D00163,SPIPERONE,ncit:C66558,inhibitor,INHIBITORY,0.02368593401038363,,GuideToPharmacology
IX00165,A1BG,D00164,BMY-14802,iuphar.ligand:8,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00166,A1BG,D00165,PIPAMPERONE,rxcui:33739,inhibitor,INHIBITORY,0.0900065492394578,,GuideToPharmacology
IX00167,A1BG,D00166,[3H]NLX-112,iuphar.ligand:3925,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00168,A1BG,D00167,XANOMELINE,rxcui:2694828,agonist,ACTIVATING,0.02647251448219347,,GuideToPharmacology
IX00169,A1BG,D00168,"L-694,247",iuphar.ligand:15,agonist,ACTIVATING,0.06429039231389844,,GuideToPharmacology
IX00170,A1BG,D00169,GR 127935,iuphar.ligand:14,agonist,ACTIVATING,0.0155183705585272,,GuideToPharmacology
IX00171,A1BG,D00170,"L-772,405",iuphar.ligand:16,agonist,ACTIVATING,0.1500109153990963,,GuideToPharmacology
IX00172,A1BG,D00171,NAFADOTRIDE,iuphar.ligand:44,agonist,ACTIVATING,0.1500109153990963,,GuideToPharmacology
IX00173,A1BG,D00172,CABERGOLINE,rxcui:47579,agonist,ACTIVATING,0.02812704663733056,,GuideToPharmacology
IX00174,A1BG,D00173,FG-5893,iuphar.ligand:13,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00175,A1BG,D00174,"GR 218,231",iuphar.ligand:70,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00176,A1BG,D00175,BRL-15572,iuphar.ligand:10,agonist,ACTIVATING,0.05000363846636545,,GuideToPharmacology
IX00177,A1BG,D00176,RS-30199,iuphar.ligand:104,modulator,,0.450032746197289,,GuideToPharmacology
IX00178,A1BG,D00177,REC 15/3079,iuphar.ligand:74,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00179,A1BG,D00178,BMY-7378,iuphar.ligand:9,agonist,ACTIVATING,0.0900065492394578,,GuideToPharmacology
IX00180,A1BG,D00179,ROXINDOLE,ncit:C90625,agonist,ACTIVATING,0.03000218307981927,,GuideToPharmacology
IX00181,A1BG,D00180,PIZOTYLINE,rxcui:8373,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00182,A1BG,D00181,PINDOLOL,rxcui:8332,inhibitor,INHIBITORY,0.05000363846636545,,GuideToPharmacology
IX00183,A1BG,D00182,[3H]8-OH-DPAT,iuphar.ligand:31,agonist,ACTIVATING,0.04091206783611718,,GuideToPharmacology
IX00184,A1BG,D00183,OLANZAPINE,rxcui:61381,agonist,ACTIVATING,0.005921483502595908,,GuideToPharmacology
IX00185,A1BG,D00184,CLOZAPINE,rxcui:2626,agonist,ACTIVATING,0.004639512847394733,,GuideToPharmacology
IX00186,A1BG,D00185,FLUPAROXAN,ncit:C169993,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00187,A1BG,D00186,S 16924,iuphar.ligand:167,agonist,ACTIVATING,0.0900065492394578,,GuideToPharmacology
IX00188,A1BG,D00187,ZOLMITRIPTAN,rxcui:135775,agonist,ACTIVATING,0.0450032746197289,,GuideToPharmacology
IX00189,A1BG,D00188,LP-44,iuphar.ligand:8435,agonist,ACTIVATING,0.1125081865493222,,GuideToPharmacology
IX00190,A1BG,D00189,DONITRIPTAN,ncit:C65466,agonist,ACTIVATING,0.04091206783611718,,GuideToPharmacology
IX00191,A1BG,D00190,1-NAPHTHYLPIPERAZINE,iuphar.ligand:3,agonist,ACTIVATING,0.06429039231389844,,GuideToPharmacology
IX00192,A1BG,D00191,LP-211,iuphar.ligand:8436,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00193,A1BG,D00192,S-14671,iuphar.ligand:25,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00194,A1BG,D00193,REPINOTAN,ncit:C74388,inhibitor,INHIBITORY,0.2250163730986445,,GuideToPharmacology
IX00195,A1BG,D00194,9-OH-RISPERIDONE,iuphar.ligand:67,inhibitor,INHIBITORY,0.07500545769954818,,GuideToPharmacology
IX00196,A1BG,D00195,[11C]WAY100635,iuphar.ligand:3252,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00197,A1BG,D00196,THIORIDAZINE,rxcui:10502,inhibitor,INHIBITORY,0.0155183705585272,,GuideToPharmacology
IX00198,A1BG,D00197,TIOSPIRONE,ncit:C73303,inhibitor,INHIBITORY,0.1500109153990963,,GuideToPharmacology
IX00199,A1BG,D00198,TERGURIDE,ncit:C152567,agonist,ACTIVATING,0.03000218307981927,,GuideToPharmacology
IX00200,A1BG,D00199,P-[18F]MPPF,iuphar.ligand:3227,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00201,A1BG,D00200,PIMOZIDE,rxcui:8331,inhibitor,INHIBITORY,0.01323625724109673,,GuideToPharmacology
IX00202,A1BG,D00201,QUINPIROLE,ncit:C152128,agonist,ACTIVATING,0.03750272884977409,,GuideToPharmacology
IX00203,A1BG,D00202,CYAMEMAZINE,rxcui:21877,inhibitor,INHIBITORY,0.1125081865493222,,GuideToPharmacology
IX00204,A1BG,D00203,FLUSPIRILENE,rxcui:4507,inhibitor,INHIBITORY,0.02045603391805859,,GuideToPharmacology
IX00205,A1BG,D00204,LP-12,iuphar.ligand:8434,agonist,ACTIVATING,0.1125081865493222,,GuideToPharmacology
IX00206,A1BG,D00205,PIRIBEDIL,rxcui:8353,agonist,ACTIVATING,0.03750272884977409,,GuideToPharmacology
IX00207,A1BG,D00206,U92016A,iuphar.ligand:30,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00208,A1BG,D00207,SB 649915,iuphar.ligand:76,inhibitor,INHIBITORY,0.1500109153990963,,GuideToPharmacology
IX00209,A1BG,D00208,CHLORPROMAZINE,rxcui:2403,inhibitor,INHIBITORY,0.01216304719452132,,GuideToPharmacology
IX00210,A1BG,D00209,SDZ-216525,iuphar.ligand:78,inhibitor,INHIBITORY,0.450032746197289,,GuideToPharmacology
IX00211,A1BG,D00210,EMDT,iuphar.ligand:12,agonist,ACTIVATING,0.07500545769954818,,GuideToPharmacology
IX00212,A1BG,D00211,[3H]LY334370,iuphar.ligand:151,agonist,ACTIVATING,0.1500109153990963,,GuideToPharmacology
IX00213,A1BG,D00212,TANDOSPIRONE,ncit:C87208,agonist,ACTIVATING,0.450032746197289,,GuideToPharmacology
IX00214,A1BG,D00213,CAPESEROD,ncit:C77256,agonist,ACTIVATING,0.0450032746197289,,GuideToPharmacology
IX00215,A1BG,D00214,5-HYDROXYTRYPTAMINE,iuphar.ligand:5,agonist,ACTIVATING,0.03000218307981927,,GuideToPharmacology
IX00216,A1BG,D00215,NLX-101,iuphar.ligand:3924,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00217,A1BG,D00216,ULOTARONT,iuphar.ligand:10454,agonist,ACTIVATING,0.2250163730986445,,GuideToPharmacology
IX00218,A1BG,D00217,SB 216641,iuphar.ligand:28,agonist,ACTIVATING,0.07500545769954818,,GuideToPharmacology
IX00219,A1BG,D00218,KETANSERIN,rxcui:6131,inhibitor,INHIBITORY,0.01956664113901256,,GuideToPharmacology
