DrugID,DrugDBID,Name,Modality,MechanismOfAction,MaxTrialPhase,IsApproved,HasBeenWithdrawn,SMILES,MolecularWeight
D00001,ncit:C174782,CAVOSONSTAT,,inhibitor,,False,,,
D00002,iuphar.ligand:12944,NOX-6-18,,inhibitor,,False,,,
D00003,iuphar.ligand:5567,9-HYDROXYOCTADECADIENOIC ACID,,agonist,,False,,,
D00004,iuphar.ligand:11337,ONC212,,agonist,,False,,,
D00005,chembl:CHEMBL1738699,N6022,,inhibitor,,False,,,
D00006,ncit:C72626,NITREFAZOLE,,inhibitor,,True,,,
D00007,iuphar.ligand:12945,NOX-6-7,,agonist,,False,,,
D00008,ncit:C521,THERAPEUTIC GLUCOCORTICOID,,,,False,,,
D00009,iuphar.ligand:808,CCL20,,agonist,,False,,,
D00010,iuphar.ligand:12207,ACT-660602,,inhibitor,,False,,,
D00011,iuphar.ligand:769,CCL11,,inhibitor,,False,,,
D00012,rxcui:3264,DEXAMETHASONE,Anti-Inflammatory Agents,,,True,,,
D00013,iuphar.ligand:837,CXCL9,,agonist,,False,,,
D00014,iuphar.ligand:841,DURAMYCIN,,inhibitor,,False,,,
D00015,iuphar.ligand:759,CCL7,,inhibitor,,False,,,
D00016,iuphar.ligand:4358,CXCL12&ALPHA;,,agonist,,False,,,
D00017,iuphar.ligand:843,KALLSTROEMIN D,,inhibitor,,False,,,
D00018,iuphar.ligand:12584,ACT-777991,,inhibitor,,False,,,
D00019,iuphar.ligand:3660,[125I]CXCL10 (HUMAN),,agonist,,False,,,
D00020,iuphar.ligand:839,NBI-74330,,inhibitor,,False,,,
D00021,iuphar.ligand:840,DIOSCIN,,inhibitor,,False,,,
D00022,iuphar.ligand:3661,[125I]CXCL11 (HUMAN),,agonist,,False,,,
D00023,iuphar.ligand:13071,AMG487,,inhibitor,,False,,,
D00024,iuphar.ligand:770,CCL13,,agonist,,False,,,
D00025,iuphar.ligand:836,CXCL11,,agonist,,False,,,
D00026,iuphar.ligand:842,HYPOGLAUCIN A,,inhibitor,,False,,,
D00027,iuphar.ligand:758,CCL5,,agonist,,False,,,
D00028,iuphar.ligand:835,CXCL10,,agonist,,False,,,
D00029,iuphar.ligand:810,CCL19,,agonist,,False,,,
D00030,rxcui:203123,ENALAPRIL MALEATE,Small Molecule,,,True,,,
D00031,ncit:C1742,ANGIOGENESIS INHIBITOR,,,,False,,,
D00032,rxcui:60245,IMIDAPRIL,,,,True,,,
D00033,ncit:C1890,ADENOVIRUS VECTOR,,,,False,,,
D00034,rxcui:18867,BENAZEPRIL,Antihypertensive Agents,,,True,,,
D00035,rxcui:2409,CHLORTHALIDONE,small molecule,,,True,,,
D00036,rxcui:3008,CYCLOSPORINE,Small molecule,,,True,,,
D00037,rxcui:103468,HYDROCORTISONE BUTYRATE,,,,True,,,
D00038,rxcui:6782,MESTRANOL,"Contraceptives, Oral",,,True,,,
D00039,drugbank:DB05739,CYT006-ANGQB,vaccine,,,False,,,
D00040,rxcui:35208,QUINAPRIL,Small Molecule,,,True,,,
D00041,rxcui:5487,HYDROCHLOROTHIAZIDE,Antihypertensive Agents,,,True,,,
D00042,chembl:CHEMBL4297887,GSK-2586881,,cleavage,,False,,,
D00043,rxcui:1546022,LISINOPRIL ANHYDROUS,Small Molecule,,,True,,,
D00044,wikidata:Q47520887,ADRIAMYCIN,,,,False,,,
D00045,rxcui:104416,AMLODIPINE BESYLATE,Small Molecule,,,True,,,
D00046,rxcui:21102,CILAZAPRIL,Antihypertensive Agents,,,True,,,
D00047,rxcui:1191,ASPIRIN,"Anti-Inflammatory Agents, Non-Steroidal",,,True,,,
D00048,ncit:C275,ANTIOXIDANT,,,,False,,,
D00049,ncit:C571,ANTISERUM,,,,False,,,
D00050,rxcui:197,ACETYLCYSTEINE,,,,True,,,
D00051,rxcui:426,ALANINE,,agonist,,True,,,
D00052,rxcui:2464823,MODIFIED VACCINIA ANKARA-BAVARIAN NORDIC,vaccine,,,True,,,
D00053,rxcui:2567,CITRULLINE,,agonist,,True,,,
D00054,rxcui:314709,"ORNITHINE, (L)-ISOMER",,agonist,,True,,,
D00055,rxcui:997261,SIPULEUCEL-T,,binder,,True,,,
D00056,rxcui:6536,LYSINE,,agonist,,True,,,
D00057,rxcui:9671,SERINE,,agonist,,True,,,
D00058,rxcui:1091,ARGININE,,agonist,,True,,,
D00059,rxcui:4919,GLYCINE,,agonist,,True,,,
D00060,rxcui:4885,GLUTAMINE,,agonist,,True,,,
D00061,iuphar.ligand:9763,CONTELTINIB,,inhibitor,,False,,,
D00062,iuphar.ligand:9381,PF-562271,FAK Inhibitor,inhibitor,,False,,,
D00063,iuphar.ligand:9382,NVP-TAE 226,,inhibitor,,False,,,
D00064,iuphar.ligand:5923,ALOISINE,,inhibitor,,False,,,
D00065,iuphar.ligand:2885,25-HYDROXYCHOLESTEROL,,agonist,,False,,,
D00066,iuphar.ligand:13053,GSK682753A,,agonist,,False,,,
D00067,iuphar.ligand:4354,"7&BETA;, 27-DIHYDROXYCHOLESTEROL",,agonist,,False,,,
D00068,iuphar.ligand:13050,COMPOUND 32 [PMID: 38047891],,inhibitor,,False,,,
D00069,iuphar.ligand:2752,27-HYDROXYCHOLESTEROL,,agonist,,False,,,
D00070,iuphar.ligand:4352,7&BETA;-HYDROXYCHOLESTEROL,,agonist,,False,,,
D00071,iuphar.ligand:4353,"7&ALPHA;,27-DIHYDROXYCHOLESTEROL",,agonist,,False,,,
D00072,iuphar.ligand:13051,NIBR51,,agonist,,False,,,
D00073,iuphar.ligand:4355,"7&BETA;, 25-DIHYDROXYCHOLESTEROL",,agonist,,False,,,
D00074,iuphar.ligand:13052,NIBR189,,inhibitor,,False,,,
D00075,iuphar.ligand:4351,7&ALPHA;-HYDROXYCHOLESTEROL,,agonist,,False,,,
D00076,iuphar.ligand:4350,"7&ALPHA;,25-DIHYDROXYCHOLESTEROL",,agonist,,False,,,
D00077,rxcui:31765,NICOTINE POLACRILEX,Central Nervous System Stimulants,,,True,,,
D00078,ncit:C211,THERAPEUTIC CORTICOSTEROID,,,,False,,,
D00079,rxcui:4179,ETOPOSIDE,small molecule,,,True,,,
D00080,rxcui:227239,MASOPROCOL,Small molecule,,,True,,,
D00081,rxcui:4511,FOLIC ACID,,,,True,,,
D00082,rxcui:89959,PHOSPHATIDYLSERINE,,agonist,,False,,,
D00083,rxcui:6851,METHOTREXATE,Small molecule,,,True,,,
D00084,chembl:CHEMBL2108669,YTTRIUM Y 90 TACATUZUMAB TETRAXETAN,,binder,,False,,,
D00085,rxcui:6964,MIFEPRISTONE,Small Molecule,,,True,,,
D00086,ncit:C241,ANALGESIC AGENT,,,,False,,,
D00087,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,Small Molecule,,,True,,,
D00088,rxcui:105694,EPOETIN ALFA,protein,,,True,,,
D00089,rxcui:34120,POLYESTRADIOL PHOSPHATE,,,,True,,,
D00090,rxcui:5781,INDOMETHACIN,Small Molecule,,,True,,,
D00091,ncit:C9506,TEGAFUR-URACIL,,,,False,,,
D00092,rxcui:1622,BLEOMYCIN,Small Molecule,,,True,,,
D00093,rxcui:3100,DACTINOMYCIN,,,,True,,,
D00094,rxcui:1251,AZACITIDINE,Antineoplastic Agents,,,True,,,
D00095,ncit:C77178,BACILLUS CALMETTE-GUERIN ANTIGEN,,,,False,,,
D00096,rxcui:1310594,POLYETHYLENE GLYCOL 4000,,,,True,,,
D00097,rxcui:9500,RUTIN,,,,True,,,
D00098,ncit:C645,METHYLNITROSOUREA,,,,False,,,
D00099,drugbank:DB05512,MM-093,,,,False,,,
D00100,rxcui:11202,VINCRISTINE,Antineoplastic Agents,,,True,,,
D00101,ncit:C318,BROXURIDINE,,,,False,,,
D00102,rxcui:53654,NEVIRAPINE,,,,True,,,
D00103,rxcui:221100,FENOFIBRATE MICRONIZED,Antilipemic Agents,,,True,,,
D00104,rxcui:253182,"INSULIN, REGULAR, HUMAN",protein,,,True,,,
D00105,rxcui:9997,SPIRONOLACTONE,Antihypertensive Agents,,,True,,,
D00106,rxcui:141366,NARATRIPTAN,Small Molecule,agonist,,True,,,
D00107,iuphar.ligand:69,"GR 125,743",,inhibitor,,False,,,
D00108,rxcui:1827,BUSPIRONE,small molecule,agonist,,True,,,
D00109,rxcui:37418,SUMATRIPTAN,Anti-migraine Agents,agonist,,True,,,
D00110,rxcui:231049,ELETRIPTAN,Small Molecule,agonist,,True,,,
D00111,rxcui:35636,RISPERIDONE,Antipsychotic Agents,inhibitor,,True,,,
D00112,iuphar.ligand:77,SB 714786,,inhibitor,,False,,,
D00113,iuphar.ligand:19,LY293284,,agonist,,False,,,
D00114,rxcui:73178,ILOPERIDONE,Small molecule,inhibitor,,True,,,
D00115,rxcui:228783,FROVATRIPTAN,Small Molecule,agonist,,True,,,
D00116,iuphar.ligand:68,P-MPPI,,inhibitor,,False,,,
D00117,ncit:C152944,ZALOSPIRONE,,agonist,,False,,,
D00118,iuphar.ligand:79,WAY-100135,,inhibitor,,False,,,
D00119,ncit:C152139,RACLOPRIDE,,inhibitor,,False,,,
D00120,iuphar.ligand:21,LY344864,,agonist,,False,,,
D00121,rxcui:82084,PROPRANOLOL HYDROCHLORIDE,Anti-Arrhythmia Agents,inhibitor,,True,,,
D00122,iuphar.ligand:18,"LY 165,163",,agonist,,False,,,
D00123,ncit:C76441,OCAPERIDONE,,agonist,,False,,,
D00124,iuphar.ligand:3218,(R)-UH 301,,agonist,,False,,,
D00125,rxcui:41996,SERTINDOLE,small molecule,inhibitor,,True,,,
D00126,iuphar.ligand:82,[3H]ROBALZOTAN,,inhibitor,,False,,,
D00127,ncit:C74108,SPIROXATRINE,,agonist,,False,,,
D00128,iuphar.ligand:24,S-14506,,agonist,,False,,,
D00129,iuphar.ligand:23,RU 24969,,agonist,,False,,,
D00130,iuphar.ligand:81,[3H]P-MPPF,,inhibitor,,False,,,
D00131,rxcui:1439834,VORTIOXETINE HYDROBROMIDE,small molecule,agonist,,True,,,
D00132,ncit:C95217,RITANSERIN,,inhibitor,,False,,,
D00133,iuphar.ligand:62,(+)-BUTACLAMOL,,inhibitor,,False,,,
D00134,iuphar.ligand:71,MPDT,,inhibitor,,False,,,
D00135,ncit:C74391,IPSAPIRONE,,agonist,,False,,,
D00136,rxcui:115698,ZIPRASIDONE,Antipsychotic Agents,agonist,,True,,,
D00137,ncit:C166815,METITEPINE,,inhibitor,,False,,,
D00138,rxcui:1043,APOMORPHINE,Antiparkinson Agents,agonist,,True,,,
D00139,iuphar.ligand:26,S-15535,,agonist,,False,,,
D00140,rxcui:8047,PERGOLIDE,small molecule,agonist,,True,,,
D00141,ncit:C76104,LYSERGIDE,,agonist,,False,,,
D00142,iuphar.ligand:65,(R)-FLUROCARAZOLOL,,inhibitor,,False,,,
D00143,rxcui:237082,RIZATRIPTAN BENZOATE,Anti-migraine Agents,agonist,,True,,,
D00144,rxcui:1665509,FLIBANSERIN,Small molecule,agonist,,True,,,
D00145,iuphar.ligand:11,CP 93129,,agonist,,False,,,
D00146,iuphar.ligand:66,(S)-FLUROCARAZOLOL,,inhibitor,,False,,,
D00147,rxcui:40003,ZOTEPINE,,inhibitor,,False,,,
D00148,iuphar.ligand:64,(-)-TERTATOLOL,,inhibitor,,False,,,
D00149,rxcui:6446,LISURIDE,small molecule,agonist,,False,,,
D00150,iuphar.ligand:6,7-METHOXY-1-NAPHTHYLPIPERAZINE,,agonist,,False,,,
D00151,rxcui:1760,BROMOCRIPTINE,Small Molecule,agonist,,True,,,
D00152,rxcui:1673265,ARIPIPRAZOLE LAUROXIL,Small Molecule,agonist,,True,,,
D00153,rxcui:1086768,VILAZODONE HYDROCHLORIDE,small molecule,agonist,,True,,,
D00154,ncit:C80760,FLESINOXAN,,agonist,,False,,,
D00155,iuphar.ligand:73,NAN 190,,inhibitor,,False,,,
D00156,iuphar.ligand:75,SB 272183,,inhibitor,,False,,,
D00157,rxcui:221153,QUETIAPINE FUMARATE,Antipsychotic Agents,agonist,,True,,,
D00158,ncit:C74143,ROBALZOTAN,,inhibitor,,False,,,
D00159,rxcui:6779,MESORIDAZINE,small molecule,inhibitor,,True,,,
D00160,rxcui:784649,ASENAPINE,Small molecule,agonist,,True,,,
D00161,iuphar.ligand:4,5-CT,,agonist,,False,,,
D00162,iuphar.ligand:3251,[3H]WAY100635,,inhibitor,,False,,,
D00163,ncit:C66558,SPIPERONE,,inhibitor,,False,,,
D00164,iuphar.ligand:8,BMY-14802,,agonist,,False,,,
D00165,rxcui:33739,PIPAMPERONE,,inhibitor,,False,,,
D00166,iuphar.ligand:3925,[3H]NLX-112,,agonist,,False,,,
D00167,rxcui:2694828,XANOMELINE,,agonist,,True,,,
D00168,iuphar.ligand:15,"L-694,247",,agonist,,False,,,
D00169,iuphar.ligand:14,GR 127935,,agonist,,False,,,
D00170,iuphar.ligand:16,"L-772,405",,agonist,,False,,,
D00171,iuphar.ligand:44,NAFADOTRIDE,,agonist,,False,,,
D00172,rxcui:47579,CABERGOLINE,small molecule,agonist,,True,,,
D00173,iuphar.ligand:13,FG-5893,,agonist,,False,,,
D00174,iuphar.ligand:70,"GR 218,231",,inhibitor,,False,,,
D00175,iuphar.ligand:10,BRL-15572,,agonist,,False,,,
D00176,iuphar.ligand:104,RS-30199,,modulator,,False,,,
D00177,iuphar.ligand:74,REC 15/3079,,inhibitor,,False,,,
D00178,iuphar.ligand:9,BMY-7378,,agonist,,False,,,
D00179,ncit:C90625,ROXINDOLE,,agonist,,False,,,
D00180,rxcui:8373,PIZOTYLINE,,inhibitor,,False,,,
D00181,rxcui:8332,PINDOLOL,Antihypertensive Agents,inhibitor,,True,,,
D00182,iuphar.ligand:31,[3H]8-OH-DPAT,,agonist,,False,,,
D00183,rxcui:61381,OLANZAPINE,Antipsychotic Agents,agonist,,True,,,
D00184,rxcui:2626,CLOZAPINE,Antipsychotic Agents,agonist,,True,,,
D00185,ncit:C169993,FLUPAROXAN,,agonist,,False,,,
D00186,iuphar.ligand:167,S 16924,,agonist,,False,,,
D00187,rxcui:135775,ZOLMITRIPTAN,Anti-migraine Agents,agonist,,True,,,
D00188,iuphar.ligand:8435,LP-44,,agonist,,False,,,
D00189,ncit:C65466,DONITRIPTAN,,agonist,,False,,,
D00190,iuphar.ligand:3,1-NAPHTHYLPIPERAZINE,,agonist,,False,,,
D00191,iuphar.ligand:8436,LP-211,,agonist,,False,,,
D00192,iuphar.ligand:25,S-14671,,agonist,,False,,,
D00193,ncit:C74388,REPINOTAN,,inhibitor,,False,,,
D00194,iuphar.ligand:67,9-OH-RISPERIDONE,,inhibitor,,False,,,
D00195,iuphar.ligand:3252,[11C]WAY100635,,inhibitor,,False,,,
D00196,rxcui:10502,THIORIDAZINE,small molecule,inhibitor,,True,,,
D00197,ncit:C73303,TIOSPIRONE,,inhibitor,,False,,,
D00198,ncit:C152567,TERGURIDE,small molecule,agonist,,False,,,
D00199,iuphar.ligand:3227,P-[18F]MPPF,,inhibitor,,False,,,
D00200,rxcui:8331,PIMOZIDE,small molecule,inhibitor,,True,,,
D00201,ncit:C152128,QUINPIROLE,,agonist,,False,,,
D00202,rxcui:21877,CYAMEMAZINE,,inhibitor,,False,,,
D00203,rxcui:4507,FLUSPIRILENE,Antipsychotic Agents,inhibitor,,True,,,
D00204,iuphar.ligand:8434,LP-12,,agonist,,False,,,
D00205,rxcui:8353,PIRIBEDIL,,agonist,,False,,,
D00206,iuphar.ligand:30,U92016A,,agonist,,False,,,
D00207,iuphar.ligand:76,SB 649915,,inhibitor,,False,,,
D00208,rxcui:2403,CHLORPROMAZINE,,inhibitor,,True,,,
D00209,iuphar.ligand:78,SDZ-216525,,inhibitor,,False,,,
D00210,iuphar.ligand:12,EMDT,,agonist,,False,,,
D00211,iuphar.ligand:151,[3H]LY334370,,agonist,,False,,,
D00212,ncit:C87208,TANDOSPIRONE,,agonist,,False,,,
D00213,ncit:C77256,CAPESEROD,,agonist,,False,,,
D00214,iuphar.ligand:5,5-HYDROXYTRYPTAMINE,,agonist,,False,,,
D00215,iuphar.ligand:3924,NLX-101,,agonist,,False,,,
D00216,iuphar.ligand:10454,ULOTARONT,,agonist,,False,,,
D00217,iuphar.ligand:28,SB 216641,,agonist,,False,,,
D00218,rxcui:6131,KETANSERIN,,inhibitor,,False,,,
D00219,rxcui:220982,YOHIMBINE,small molecule,inhibitor,,True,,,
D00220,rxcui:26420,HALOPERIDOL DECANOATE,Antipsychotic Agents,inhibitor,,True,,,
D00221,iuphar.ligand:61,(S)-UH 301,,inhibitor,,False,,,
D00222,iuphar.ligand:375,CGS 21680,,agonist,,False,,,
D00223,iuphar.ligand:456,ALLOXAZINE,,inhibitor,,False,,,
D00224,iuphar.ligand:5601,MRS3558,,agonist,,False,,,
D00225,drugbank:DB08770,"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL",,inhibitor,,False,,,
D00226,iuphar.ligand:446,I-ABOPX,,inhibitor,,False,,,
D00227,rxcui:296,ADENOSINE,,agonist,,True,,,
D00228,iuphar.ligand:390,MRE 2029F20,,inhibitor,,False,,,
D00229,iuphar.ligand:383,AS99,,inhibitor,,False,,,
D00230,iuphar.ligand:441,AS95,,inhibitor,,False,,,
D00231,iuphar.ligand:450,OSIP339391,,inhibitor,,False,,,
D00232,iuphar.ligand:439,AS74,,inhibitor,,False,,,
D00233,rxcui:2199015,ISTRADEFYLLINE,Small molecule,inhibitor,,True,,,
D00234,ncit:C96194,TONAPOFYLLINE,Small molecule,inhibitor,,False,,,
D00235,iuphar.ligand:447,3-ISOBUTYL-8-PYRROLIDINOXANTHINE,,inhibitor,,False,,,
D00236,rxcui:10438,THEOPHYLLINE,Small Molecule,inhibitor,,True,,,
D00237,iuphar.ligand:406,[3H]DPCPX,,inhibitor,,False,,,
D00238,iuphar.ligand:5606,FK-453,,inhibitor,,False,,,
D00239,ncit:C174671,BINODENOSON,Small molecule,agonist,,False,,,
D00240,iuphar.ligand:443,BW-A1433,,inhibitor,,False,,,
D00241,iuphar.ligand:5616,ATL802,,inhibitor,,False,,,
D00242,iuphar.ligand:423,N(6)-CYCLOHEXYLADENOSINE,,agonist,,False,,,
D00243,iuphar.ligand:5618,KF26777,,inhibitor,,False,,,
D00244,ncit:C76394,PRELADENANT,small molecule,inhibitor,,False,,,
D00245,iuphar.ligand:3289,BAY 60-6583,,agonist,,False,,,
D00246,iuphar.ligand:414,(R)-PIA,,agonist,,False,,,
D00247,rxcui:1886,CAFFEINE,small molecule,inhibitor,,True,,,
D00248,iuphar.ligand:448,MRS1220,,inhibitor,,False,,,
D00249,iuphar.ligand:445,DEPX,,inhibitor,,False,,,
D00250,iuphar.ligand:372,2-CHLOROADENOSINE,,agonist,,False,,,
D00251,iuphar.ligand:5610,MSX-2,,inhibitor,,False,,,
D00252,iuphar.ligand:434,AB-NECA,,agonist,,False,,,
D00253,iuphar.ligand:5613,ST-1535,,inhibitor,,False,,,
D00254,iuphar.ligand:11224,BAY-545,,inhibitor,,False,,,
D00255,iuphar.ligand:3284,PSB603,,inhibitor,,False,,,
D00256,iuphar.ligand:373,2-HEXYNYL-NECA,,agonist,,False,,,
D00257,iuphar.ligand:455,[3H]ZM 241385,,inhibitor,,False,,,
D00258,ncit:C96199,DERENOFYLLINE,,inhibitor,,False,,,
D00259,iuphar.ligand:403,SCH 58261,,inhibitor,,False,,,
D00260,iuphar.ligand:427,CPX,,inhibitor,,False,,,
D00261,iuphar.ligand:444,DAX,,inhibitor,,False,,,
D00262,iuphar.ligand:5617,LAS38096,,inhibitor,,False,,,
D00263,ncit:C166615,PICLIDENOSON,Small molecule,agonist,,False,,,
D00264,iuphar.ligand:459,MRE 3008F20,,inhibitor,,False,,,
D00265,iuphar.ligand:452,[125I]ABOPX,,inhibitor,,False,,,
D00266,iuphar.ligand:5599,HEMADO,,agonist,,False,,,
D00267,iuphar.ligand:374,CCPA,,agonist,,False,,,
D00268,iuphar.ligand:384,CGS 15943,,inhibitor,,False,,,
D00269,iuphar.ligand:5615,CVT-6883,,inhibitor,,False,,,
D00270,iuphar.ligand:11223,ISAM-140,,inhibitor,,False,,,
D00271,iuphar.ligand:381,AS100,,inhibitor,,False,,,
D00272,iuphar.ligand:437,AS101,,inhibitor,,False,,,
D00273,iuphar.ligand:449,MRS1754,,inhibitor,,False,,,
D00274,iuphar.ligand:3285,PSB36,,inhibitor,,False,,,
D00275,ncit:C148039,IMARADENANT,,inhibitor,,False,,,
D00276,iuphar.ligand:3283,SCH442416,,inhibitor,,False,,,
D00277,iuphar.ligand:440,AS94,,inhibitor,,False,,,
D00278,iuphar.ligand:380,CYCLOPENTYLADENOSINE,,agonist,,False,,,
D00279,rxcui:8013,PENTOXIFYLLINE,Hemorrheologic Agents,inhibitor,,True,,,
D00280,ncit:C152892,VIPADENANT,Small molecule,inhibitor,,False,,,
D00281,iuphar.ligand:5607,LUF5981,,inhibitor,,False,,,
D00282,iuphar.ligand:415,(S)-PIA,,agonist,,False,,,
D00283,iuphar.ligand:3286,PSB1115,,inhibitor,,False,,,
D00284,iuphar.ligand:382,AS70,,inhibitor,,False,,,
D00285,iuphar.ligand:470,MRS1191,,inhibitor,,False,,,
D00286,rxcui:1546015,REGADENOSON ANHYDROUS,small molecule,agonist,,True,,,
D00287,iuphar.ligand:386,DPCPX,,inhibitor,,False,,,
D00288,iuphar.ligand:5593,GS9667,Small molecule,agonist,,False,,,
D00289,ncit:C79826,NAMODENOSON,Small molecule,agonist,,False,,,
D00290,iuphar.ligand:474,MRS1523,,inhibitor,,False,,,
D00291,iuphar.ligand:442,AS96,,inhibitor,,False,,,
D00292,iuphar.ligand:438,AS16,,inhibitor,,False,,,
D00293,iuphar.ligand:377,NECA,,agonist,,False,,,
D00294,iuphar.ligand:5590,TCPA,,agonist,,False,,,
D00295,ncit:C96195,ROLOFYLLINE,small molecule,inhibitor,,False,,,
D00296,iuphar.ligand:404,XANTHINE AMINE CONGENER,,inhibitor,,False,,,
D00297,iuphar.ligand:451,XCC,,inhibitor,,False,,,
D00298,iuphar.ligand:6561,PSB-0788,,inhibitor,,False,,,
D00299,iuphar.ligand:114,"L-775,606",,agonist,,False,,,
D00300,iuphar.ligand:109,CGS-12066,,agonist,,False,,,
D00301,iuphar.ligand:108,"BMS 181,101",,agonist,,False,,,
D00302,iuphar.ligand:107,5-MEOT,,agonist,,False,,,
D00303,rxcui:598,ALPROSTADIL,Anti-impotence Agents,,,True,,,
D00304,iuphar.ligand:113,GR-55562,,inhibitor,,False,,,
D00305,chembl:CHEMBL1200797,TECHNETIUM TC 99M SUCCIMER,,binder,,True,,,
D00306,iuphar.ligand:110,CP-122288,,agonist,,False,,,
D00307,iuphar.ligand:136,RAUWOLSCINE,,inhibitor,,False,,,
D00308,drugbank:DB08653,TRYPTAMINE,,agonist,,False,,,
D00309,iuphar.ligand:130,SB 224289,,inhibitor,,False,,,
D00310,ncit:C79719,AVITRIPTAN,,agonist,,False,,,
D00311,rxcui:6911,METHYSERGIDE,small molecule,inhibitor,,True,,,
D00312,iuphar.ligand:3221,CP94253,,agonist,,False,,,
D00313,iuphar.ligand:106,5-(NONYLOXY)-TRYPTAMINE,,agonist,,False,,,
D00314,iuphar.ligand:118,[3H]ELETRIPTAN,,agonist,,False,,,
D00315,rxcui:106101,OXYMETAZOLINE HYDROCHLORIDE,Small Molecule,agonist,,True,,,
D00316,iuphar.ligand:131,"[3H]GR 125,743",,inhibitor,,False,,,
D00317,iuphar.ligand:218,2-METHYL-5-HT,,agonist,,False,,,
D00318,iuphar.ligand:122,DIPROPYL-5-CT,,agonist,,False,,,
D00319,rxcui:1310300,COBALT,,,,False,,,
D00320,rxcui:10528,THROMBIN,recombinant protein,,,True,,,
D00321,iuphar.ligand:123,LYSERGOL,,agonist,,False,,,
D00322,rxcui:6834,METERGOLINE,,inhibitor,,False,,,
D00323,iuphar.ligand:3926,[11C]AZ10419369,,agonist,,False,,,
D00324,iuphar.ligand:115,TFMPP,,agonist,,False,,,
D00325,iuphar.ligand:3219,[3H]N-METHYL-AZ10419369,,agonist,,False,,,
D00326,iuphar.ligand:119,[3H]SUMATRIPTAN,,agonist,,False,,,
D00327,rxcui:279645,ALMOTRIPTAN,Anti-migraine Agents,agonist,,True,,,
D00328,rxcui:203176,DIHYDROERGOTAMINE MESYLATE,Small Molecule,agonist,,True,,,
D00329,ncit:C77255,ALNIDITAN,,agonist,,False,,,
D00330,iuphar.ligand:129,S33084,,inhibitor,,False,,,
D00331,iuphar.ligand:137,5-HT-MODULINE,,modulator,,False,,,
D00332,iuphar.ligand:126,(+)-WAY 100135,,inhibitor,,False,,,
D00333,iuphar.ligand:3231,SB236057,,inhibitor,,False,,,
D00334,rxcui:11065,URSODIOL,Small Molecule,,,True,,,
D00335,iuphar.ligand:11938,LY3154885,,modulator,,False,,,
D00336,iuphar.ligand:934,N-PROPYLNORAPOMORPHINE,,agonist,,False,,,
D00337,ncit:C87494,ECOPIPAM HYDROCHLORIDE,,inhibitor,,False,,,
D00338,iuphar.ligand:932,(+)-ADTN,,agonist,,False,,,
D00339,rxcui:203207,FLUPHENAZINE HYDROCHLORIDE,small molecule,inhibitor,,True,,,
D00340,iuphar.ligand:935,SKF-38393,,agonist,,False,,,
D00341,iuphar.ligand:6077,A68930,,agonist,,False,,,
D00342,rxcui:3628,DOPAMINE,,agonist,,True,,,
D00343,iuphar.ligand:944,SKF-83566,,inhibitor,,False,,,
D00344,iuphar.ligand:9637,A77636,,agonist,,False,,,
D00345,iuphar.ligand:10742,SKF-82958,,agonist,,False,,,
D00346,iuphar.ligand:8443,SKF-83959,,agonist,,False,,,
D00347,ncit:C174853,TAVAPADON,,agonist,,False,,,
D00348,iuphar.ligand:10506,MEVIDALEN,,modulator,,False,,,
D00349,rxcui:4492,FLUOROURACIL,,,,True,,,
D00350,rxcui:616739,ROTIGOTINE,small molecule,agonist,,True,,,
D00351,iuphar.ligand:484,NORADRENALINE,,agonist,,False,,,
D00352,iuphar.ligand:12170,UCM-1306,,modulator,,False,,,
D00353,rxcui:24853,FENOLDOPAM,Antihypertensive Agents,agonist,,True,,,
D00354,ncit:C134697,PRALUZATAMAB RAVTANSINE,,binder,,False,,,
D00355,rxcui:4495,FLUPENTHIXOL,Antipsychotic Agents,inhibitor,,False,,,
D00356,iuphar.ligand:945,[125I]SCH23982,,inhibitor,,False,,,
D00357,rxcui:8704,PROCHLORPERAZINE,Small Molecule,inhibitor,,True,,,
D00358,iuphar.ligand:937,SKF-76783,,agonist,,False,,,
D00359,rxcui:8766,PERICIAZINE,small molecule,inhibitor,,False,,,
D00360,iuphar.ligand:943,SCH-23390,,inhibitor,,False,,,
D00361,rxcui:1440856,CHOLIC ACID,,,,True,,,
D00362,rxcui:1429044,"IBUPROFEN, SODIUM SALT",Small Molecule,,,True,,,
D00363,ncit:C96307,RANIRESTAT,small molecule,,,False,,,
D00364,ncit:C72762,EPALRESTAT,,inhibitor,,True,,,
D00365,ncit:C97357,SORBINIL,,inhibitor,,False,,,
D00366,ncit:C179076,CAFICRESTAT,,inhibitor,,False,,,
D00367,ncit:C72815,LIDORESTAT,,,,False,,,
D00368,rxcui:38386,TOLRESTAT,,inhibitor,,True,,,
D00369,drugbank:DB05533,QR-333,,,,False,,,
D00370,ncit:C530,RECOMBINANT GROWTH FACTOR,,,,False,,,
D00371,rxcui:10237,SULINDAC,"Anti-Inflammatory Agents, Non-Steroidal",,,True,,,
D00372,rxcui:10995,URACIL,,,,False,,,
D00373,ncit:C1205,TECTORIGENIN,,,,False,,,
D00374,ncit:C81355,FIDARESTAT,,,,False,,,
D00375,iuphar.ligand:3413,[3H]LTB4,,agonist,,False,,,
