DrugID,DrugDBID,Name,Modality,MechanismOfAction,MaxTrialPhase,IsApproved,HasBeenWithdrawn,SMILES,MolecularWeight
D03106,iuphar.ligand:11691,ICI-199441,,,,False,,,
D03107,rxcui:25193,FLUPIRTINE,Small molecule,,,False,,,
D03108,ncit:C152218,RIMCAZOLE,small molecule,,,False,,,
D03109,ncit:C75238,ECADOTRIL,,,,False,,,
D03110,rxcui:1425426,CHOLINE CHLORIDE,,,,True,,,
D03111,chembl:CHEMBL899,LANSOPRAZOLE SULFIDE,,,,False,,,
D03112,chembl:CHEMBL308688,"5,7-DIMETHOXYISOFLAVONE",,,,False,,,
D03113,chembl:CHEMBL1222498,PROPANIL,,,,False,,,
D03114,rxcui:24947,FERROUS SULFATE,,,,True,,,
D03115,rxcui:235824,AZELASTINE HYDROCHLORIDE,,,,True,,,
D03116,chembl:CHEMBL1397308,CHEMBL:CHEMBL1397308,,,,False,,,
D03117,rxcui:235559,"NITROFURANTOIN, MACROCRYSTALS",,,,True,,,
D03118,iuphar.ligand:7848,CGP13501,,,,False,,,
D03119,rxcui:1272,AZTREONAM,,,,True,,,
D03120,rxcui:53750,NONOXYNOL-9,,,,True,,,
D03121,chembl:CHEMBL363506,CORALYNE,,,,False,,,
D03122,rxcui:8124,PHENELZINE SULFATE,,,,True,,,
D03123,chembl:CHEMBL1521739,ISOQUINE DIHYDROCHLORIDE,,,,False,,,
D03124,chembl:CHEMBL601110,CHEMBL:CHEMBL601110,,,,False,,,
D03125,chembl:CHEMBL85728,"4,4'-METHYLENEDIANILINE",,,,False,,,
D03126,rxcui:283547,CARBETAPENTANE CITRATE,,,,True,,,
D03127,rxcui:5470,HYDRALAZINE,Small Molecule,,,True,,,
D03128,iuphar.ligand:1250,IMETIT,,,,False,,,
D03129,iuphar.ligand:1267,THIOPERAMIDE,,,,False,,,
D03130,rxcui:7394,NIALAMIDE,,,,True,,,
D03131,rxcui:1433867,DOLUTEGRAVIR SODIUM,,,,True,,,
D03132,chembl:CHEMBL453066,BETA-CCM,,,,False,,,
D03133,rxcui:6929,MIANSERIN,"Antidepressive Agents, Second-Generation",,,False,,,
D03134,ncit:C74135,TOMELUKAST,,,,False,,,
D03135,rxcui:9947,SOTALOL,small molecule,,,True,,,
D03136,rxcui:2653,COCAINE,small molecule,,,True,,,
D03137,ncit:C75285,TELENZEPINE,,,,False,,,
D03138,iuphar.ligand:189,SB 206553,,,,False,,,
D03139,rxcui:33910,ISRADIPINE,small molecule,,,True,,,
D03140,rxcui:10395,TETRACYCLINE,,,,True,,,
D03141,iuphar.ligand:2819,PROPYLPYRAZOLETRIOL,,,,False,,,
D03142,chembl:CHEMBL527271,CHEMBL:CHEMBL527271,,,,False,,,
D03143,drugbank:DB08190,N-[2-(2-IODO-5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE,,,,False,,,
D03144,rxcui:36453,SEVOFLURANE,"Anesthetics, Inhalation",,,True,,,
D03145,rxcui:265323,MYCOPHENOLATE,Small Molecule,,,True,,,
D03146,ncit:C74191,AMPEROZIDE,,,,False,,,
D03147,chembl:CHEMBL487186,TEBUCONAZOLE,,,,False,,,
D03148,chembl:CHEMBL1310701,CHEMBL:CHEMBL1310701,,,,False,,,
D03149,rxcui:6468,LOPERAMIDE,Antidiarrheals,,,True,,,
D03150,iuphar.ligand:3302,L741742,,,,False,,,
D03151,chembl:CHEMBL1374610,CHEMBL:CHEMBL1374610,,,,False,,,
D03152,chembl:CHEMBL272005,CHEMBL:CHEMBL272005,,,,False,,,
D03153,ncit:C171717,BITHIONOLATE SODIUM,,,,True,,,
D03154,rxcui:155122,PHENOLPHTHALEIN,,,,True,,,
D03155,rxcui:2594,CLOFIBRATE,small molecule,,,True,,,
D03156,chembl:CHEMBL475536,"1R,9S-HYDRASTINE",,,,False,,,
D03157,rxcui:2410,CHLORZOXAZONE,small molecule,,,True,,,
D03158,rxcui:1368173,NARINGENIN,,,,False,,,
D03159,ncit:C72599,NITROMIDE,,,,False,,,
D03160,chembl:CHEMBL1572261,CHEMBL:CHEMBL1572261,,,,False,,,
D03161,iuphar.ligand:2433,2-APB,,,,False,,,
D03162,iuphar.ligand:1266,IODOPHENPROPIT,,,,False,,,
D03163,rxcui:203148,ONDANSETRON HYDROCHLORIDE,Small Molecule,,,True,,,
D03164,rxcui:2369389,RIPRETINIB,,,,True,,,
D03165,rxcui:59064,PIPERIDOLATE,,,,False,,,
D03166,iuphar.ligand:9372,TBBT,,,,False,,,
D03167,rxcui:152021,DICYCLOMINE HYDROCHLORIDE,small molecule,,,True,,,
D03168,rxcui:31819,NITAZOXANIDE,,,,True,,,
D03169,rxcui:282446,POSACONAZOLE,,,,True,,,
D03170,rxcui:47111,BIFEMELANE,,,,False,,,
D03171,rxcui:38413,TORSEMIDE,Antihypertensive Agents,,,True,,,
D03172,rxcui:73044,REPAGLINIDE,Small Molecule,,,True,,,
D03173,rxcui:5489,HYDROCODONE,Small Molecule,,,True,,,
D03174,rxcui:135481,CANDESARTAN CILEXETIL,Antihypertensive Agents,,,True,,,
D03175,chembl:CHEMBL15134,CHEMBL:CHEMBL15134,,,,False,,,
D03176,chembl:CHEMBL41541,METHAPHIT,,,,False,,,
D03177,rxcui:859857,SAQUINAVIR MESYLATE,,,,True,,,
D03178,rxcui:68115,PIROXICAM-BETA-CYCLODEXTRIN,"Anti-Inflammatory Agents, Non-Steroidal",,,True,,,
D03179,ncit:C162341,BERBAMINE,,,,False,,,
D03180,rxcui:203211,DILTIAZEM HYDROCHLORIDE,Small Molecule,,,True,,,
D03181,rxcui:236701,CLEBOPRIDE MALEATE,,,,False,,,
D03182,rxcui:2921,CROMOGLYCATE,small molecule,,,True,,,
D03183,iuphar.ligand:3936,"L-162,313",,,,False,,,
D03184,iuphar.ligand:12446,NOBILETIN,,,,False,,,
D03185,ncit:C75196,TESMILIFENE,small molecule,,,False,,,
D03186,chembl:CHEMBL503938,EUPARIN,,,,False,,,
D03187,iuphar.ligand:5116,3-HYDROXYBENZYLHYDRAZINE,,,,False,,,
D03188,iuphar.ligand:506,L-765314,,,,False,,,
D03189,chembl:CHEMBL225869,CHEMBL:CHEMBL225869,,,,False,,,
D03190,chembl:CHEMBL508030,RHETSININE,,,,False,,,
D03191,drugbank:DB16830,PAEONOL,,,,False,,,
D03192,chembl:CHEMBL58033,(-)-U-50488,,,,False,,,
D03193,iuphar.ligand:8072,GW5074,,,,False,,,
D03194,chembl:CHEMBL1590432,GANGLEOIDIN ACETATE,,,,False,,,
D03195,ncit:C95920,BLONANSERIN,,,,True,,,
D03196,chembl:CHEMBL22373,CL-976,,,,False,,,
D03197,drugbank:DB02417,"2,4,6-TRIBROMOPHENOL",,,,False,,,
D03198,chembl:CHEMBL546597,CHEMBL:CHEMBL546597,,,,False,,,
D03199,ncit:C81139,CLEMIZOLE,,,,False,,,
D03200,chembl:CHEMBL1256835,CHEMBL:CHEMBL1256835,,,,False,,,
D03201,rxcui:1299904,AZITHROMYCIN ANHYDROUS,,,,True,,,
D03202,rxcui:37798,TERAZOSIN,Antineoplastic Agents,,,True,,,
D03203,ncit:C87212,NAFTIDROFURYL,,,,False,,,
D03204,chembl:CHEMBL253786,CHEMBL:CHEMBL253786,,,,False,,,
D03205,ncit:C65389,DILAZEP,,,,False,,,
D03206,chembl:CHEMBL1256868,CHEMBL:CHEMBL1256868,,,,False,,,
D03207,chembl:CHEMBL2449003,ENDO-ATROPINE,,,,False,,,
D03208,rxcui:274786,TELITHROMYCIN,,,,True,,,
D03209,rxcui:2623,CLOTRIMAZOLE,,,,True,,,
D03210,rxcui:6963,MIDODRINE,small molecule,,,True,,,
D03211,chembl:CHEMBL91153,"3',4'-DIMETHOXYFLAVONE",,,,False,,,
D03212,rxcui:662281,NILOTINIB,BCR-ABL inhibitor 2nd gen,,,True,,,
D03213,rxcui:6308,LEUCINE,,,,True,,,
D03214,chembl:CHEMBL224214,CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE,,,,False,,,
D03215,rxcui:54236,OXATOMIDE,,,,True,,,
D03216,rxcui:7435,NISOLDIPINE,Antihypertensive Agents,,,True,,,
D03217,ncit:C87286,NAFRONYL OXALATE,,,,False,,,
D03218,rxcui:42355,FLUVOXAMINE,Small Molecule,,,True,,,
D03219,rxcui:266565,NELFINAVIR MESYLATE,,,,True,,,
D03220,rxcui:8629,PRAZOSIN,Antihypertensive Agents,,,True,,,
D03221,rxcui:40575,ZILEUTON,Small Molecule,,,True,,,
D03222,rxcui:4053,ERYTHROMYCIN,,,,True,,,
D03223,chembl:CHEMBL513494,DIHYDROXYBERGAMOTTIN,,,,False,,,
D03224,ncit:C169912,DIMPYLATE,,,,False,,,
D03225,chembl:CHEMBL1449575,HARMOL HYDROCHLORIDE,,,,False,,,
D03226,chembl:CHEMBL1368322,PARAROSANILINE,,,,False,,,
D03227,rxcui:4316,FELODIPINE,Small Molecule,,,True,,,
D03228,ncit:C1415,VESNARINONE,,,,False,,,
D03229,chembl:CHEMBL1412489,CHEMBL:CHEMBL1412489,,,,False,,,
D03230,iuphar.ligand:12963,"2,3',4,5'-TETRAMETHOXYSTILBENE",,inhibitor,,False,,,
D03231,rxcui:6691,MEDROXYPROGESTERONE,,,,True,,,
D03232,ncit:C2140,ADJUVANT,,,,False,,,
D03233,rxcui:15070,FORMESTANE,,,,False,,,
D03234,rxcui:797541,ISOPROPYL ALCOHOL,,,,True,,,
D03235,chembl:CHEMBL2347758,"2'H,4H-[2,5'-BICHROMEN]-4-ONE",,,,False,,,
D03236,drugbank:DB04986,ZYC300,vaccine,,,False,,,
D03237,chembl:CHEMBL399910,PINOCEMBRIN,,,,False,,,
D03238,chembl:CHEMBL2347757,"2'H,4H-[2,8'-BICHROMEN]-4-ONE",,,,False,,,
D03239,iuphar.ligand:8789,CHRYSIN,,inhibitor,,False,,,
D03240,ncit:C29812,BETA-NAPHTHOFLAVONE,,,,False,,,
D03241,chembl:CHEMBL2347759,CHEMBL:CHEMBL2347759,,,,False,,,
D03242,rxcui:677,AMINOGLUTETHIMIDE,Antineoplastic agents,,,True,,,
D03243,rxcui:720,AMODIAQUINE,,,,False,,,
D03244,iuphar.ligand:8748,5H3'FPE,,inhibitor,,False,,,
D03245,rxcui:84857,ANASTROZOLE,Antineoplastic Agents,,,True,,,
D03246,iuphar.ligand:8674,GRASSYSTATIN A,,inhibitor,,False,,,
D03247,iuphar.ligand:9893,COMPOUND 9 [PMID: 20718420],,inhibitor,,False,,,
D03248,iuphar.ligand:8550,COMPOUND 24DD [PMID: 20684603],,inhibitor,,False,,,
D03249,iuphar.ligand:9627,ZY15557,,inhibitor,,False,,,
D03250,iuphar.ligand:8301,COMPOUND 1 [XIAO ET AL. 2014],,inhibitor,,False,,,
D03251,ncit:C174662,OMARIGLIPTIN,,inhibitor,,True,,,
D03252,rxcui:1100699,LINAGLIPTIN,,inhibitor,,True,,,
D03253,ncit:C48264,TALABOSTAT,small molecule,inhibitor,,False,,,
D03254,ncit:C96202,ANAGLIPTIN,,inhibitor,,True,,,
D03255,rxcui:1546030,SAXAGLIPTIN ANHYDROUS,small molecule,inhibitor,,True,,,
D03256,rxcui:593411,SITAGLIPTIN,Small Molecule,inhibitor,,True,,,
D03257,rxcui:1368001,ALOGLIPTIN,Small molecule,inhibitor,,True,,,
D03258,iuphar.ligand:8691,BEGELOMAB,,antibody,,False,,,
D03259,rxcui:596554,VILDAGLIPTIN,small molecule,inhibitor,,True,,,
D03260,iuphar.ligand:8566,AC-VEID-CHO,,inhibitor,,False,,,
D03261,iuphar.ligand:5300,Z-VEID-FMK,,inhibitor,,False,,,
D03262,iuphar.ligand:5140,ARP100,,inhibitor,,False,,,
D03263,iuphar.ligand:8846,CGS-27023A,,inhibitor,,False,,,
D03264,iuphar.ligand:9509,SB-3CT,,inhibitor,,False,,,
D03265,ncit:C1705,TANOMASTAT,,inhibitor,,False,,,
D03266,iuphar.ligand:7823,AZD6605,,inhibitor,,False,,,
D03267,iuphar.ligand:12057,TP0556351,,inhibitor,,False,,,
D03268,ncit:C96286,ILOMASTAT,,inhibitor,,False,,,
D03269,rxcui:11476,TILUDRONIC ACID,small molecule,inhibitor,,True,,,
D03270,ncit:C1652,MARIMASTAT,small molecule,inhibitor,,False,,,
D03271,iuphar.ligand:10887,(R)-ND-336,,inhibitor,,False,,,
D03272,iuphar.ligand:6538,UAMC00039,,inhibitor,,False,,,
D03273,ncit:C72915,FASIDOTRIL,,inhibitor,,False,,,
D03274,drugbank:DB08626,THIORPHAN,,inhibitor,,False,,,
D03275,iuphar.ligand:9091,COMPOUND 1A [PMID: 25692029],,inhibitor,,False,,,
D03276,iuphar.ligand:7858,SACUBITRILAT,,inhibitor,,False,,,
D03277,iuphar.ligand:6507,KC-12615,,inhibitor,,False,,,
D03278,ncit:C77602,CANDOXATRILAT,,inhibitor,,False,,,
D03279,iuphar.ligand:6502,FASIDOTRILAT,,inhibitor,,False,,,
D03280,drugbank:DB08040,KELATORPHAN,,inhibitor,,False,,,
D03281,iuphar.ligand:8627,COMPOUND 1B [PMID: 18078750],,inhibitor,,False,,,
D03282,ncit:C73039,DAGLUTRIL,,inhibitor,,False,,,
D03283,ncit:C171870,CANDOXATRIL,Antihypertensive Agents,inhibitor,,True,,,
D03284,iuphar.ligand:8259,CM-352,,inhibitor,,False,,,
D03285,iuphar.ligand:6528,UK-356618,,inhibitor,,False,,,
D03286,rxcui:1872251,BRODALUMAB,,antibody,,True,,,
D03287,iuphar.ligand:8141,COMPOUND 66 [PMID: 19788238],,inhibitor,,False,,,
D03288,iuphar.ligand:8152,RKI-1447,,inhibitor,,False,,,
D03289,iuphar.ligand:10389,RIPK3 INHIBITOR 18,,inhibitor,,False,,,
D03290,iuphar.ligand:10105,DDR1/2 INHIBITOR 5N,,inhibitor,,False,,,
D03291,ncit:C90616,GOSOGLIPTIN,,inhibitor,,True,,,
D03292,ncit:C125608,BEGELOMAB,,inhibitor,,False,,,
D03293,rxcui:73645,VALACYCLOVIR,,,,True,,,
D03294,ncit:C118446,GEMIGLIPTIN,,inhibitor,,False,,,
D03295,iuphar.ligand:7885,ENMD-2076,Kinase Inhibitors,inhibitor,,False,,,
D03296,ncit:C117734,SITRAVATINIB,,inhibitor,,False,,,
D03297,ncit:C64639,CRENOLANIB,FLT3 inhibitor,inhibitor,,False,,,
D03298,iuphar.ligand:8069,CP-673451,,inhibitor,,False,,,
D03299,iuphar.ligand:10475,IBCASERTIB,,inhibitor,,False,,,
D03300,ncit:C95726,LUCITANIB,FGFR inhibitor,inhibitor,,False,,,
D03301,chembl:CHEMBL1082462,DBPR-108,,inhibitor,,False,,,
D03302,iuphar.ligand:11510,M4205,,inhibitor,,False,,,
D03303,iuphar.ligand:8175,COMPOUND 8H [PMID: 22765894],,inhibitor,,False,,,
D03304,ncit:C87620,MELOGLIPTIN,Small molecule,,,False,,,
D03305,drugbank:DB08052,PP-121,,inhibitor,,False,,,
D03306,ncit:C171769,EVOGLIPTIN,,inhibitor,,True,,,
D03307,iuphar.ligand:8095,AC710,,inhibitor,,False,,,
D03308,ncit:C79910,MASITINIB,Kit Inhibitor,inhibitor,,True,,,
D03309,rxcui:1368000,ALOGLIPTIN BENZOATE,,inhibitor,,True,,,
D03310,rxcui:2643048,QUIZARTINIB,Small molecule,inhibitor,,True,,,
D03311,iuphar.ligand:10420,CHMFL-KIT-64,,inhibitor,,False,,,
D03312,ncit:C175203,SERALUTINIB,,inhibitor,,False,,,
D03313,rxcui:1998,CAPTOPRIL,small molecule,,,True,,,
D03314,ncit:C152724,TRELAGLIPTIN SUCCINATE,,inhibitor,,True,,,
D03315,iuphar.ligand:8170,COMPOUND 8H [PMID: 21561767],,inhibitor,,False,,,
D03316,ncit:C180833,ELENESTINIB,,inhibitor,,False,,,
D03317,ncit:C81698,CARMEGLIPTIN,,inhibitor,,False,,,
D03318,ncit:C87492,DUTOGLIPTIN,Small molecule,inhibitor,,False,,,
D03319,chembl:CHEMBL4297624,BISEGLIPTIN,Small molecule,,,False,,,
D03320,iuphar.ligand:9905,COMPOUND 8I [PMID: 22765894],,inhibitor,,False,,,
D03321,iuphar.ligand:11747,BPR1R024,,inhibitor,,False,,,
D03322,rxcui:1855735,OLARATUMAB,monoclonal antibody,antibody,,True,,,
D03323,ncit:C171768,BISEGLIPTIN,,inhibitor,,False,,,
D03324,ncit:C80870,TOCERANIB,,inhibitor,,False,,,
D03325,ncit:C175876,VIMSELTINIB,,inhibitor,,False,,,
D03326,chembl:CHEMBL5315049,SITAGLIPTIN FUMARATE,,inhibitor,,True,,,
D03327,rxcui:1043560,SAXAGLIPTIN HYDROCHLORIDE,,inhibitor,,True,,,
D03328,iuphar.ligand:5021,MESO-DAP,,agonist,,False,,,
D03329,iuphar.ligand:8887,ML130,,inhibitor,,False,,,
D03330,iuphar.ligand:11278,BEMARITUZUMAB,,antibody,,False,,,
D03331,iuphar.ligand:13494,FANREGRATINIB,,inhibitor,,False,,,
D03332,iuphar.ligand:9788,PRN1371,,inhibitor,,False,,,
D03333,iuphar.ligand:8862,BLU-9931,,inhibitor,,False,,,
D03334,iuphar.ligand:9787,ZOLIGRATINIB,,inhibitor,,False,,,
D03335,iuphar.ligand:11414,TASURGRATINIB,,inhibitor,,False,,,
D03336,iuphar.ligand:7962,MK-2461,Kinase Inhibitors,inhibitor,,False,,,
D03337,iuphar.ligand:12874,RESIGRATINIB,,inhibitor,,False,,,
D03338,iuphar.ligand:8104,LY2874455,,inhibitor,,False,,,
D03339,rxcui:2359268,PEMIGATINIB,,inhibitor,,True,,,
D03340,rxcui:2123125,ERDAFITINIB,,inhibitor,,True,,,
D03341,ncit:C174208,LIRAFUGRATINIB,,inhibitor,,False,,,
D03342,iuphar.ligand:12313,COMPOUND 29 [PMID: 36356320],,inhibitor,,False,,,
D03343,iuphar.ligand:12485,"COMPOUND 7 [NGUYEN ET AL., 2023]",,inhibitor,,False,,,
D03344,rxcui:2550729,INFIGRATINIB,Pan-FGFR Inhibitor,inhibitor,,True,,,
D03345,rxcui:196319,PALIFERMIN,recombinant protein,agonist,,True,,,
D03346,ncit:C170744,ALOFANIB,,modulator,,False,,,
D03347,ncit:C104267,DERAZANTINIB,small molecule,inhibitor,,False,,,
D03348,iuphar.ligand:7707,FEXAGRATINIB,,inhibitor,,False,,,
D03349,iuphar.ligand:13218,SEGIGRATINIB,,inhibitor,,False,,,
D03350,chembl:CHEMBL4297562,DKN-01,,inhibitor,,False,,,
D03351,ncit:C2160,PROTEASOME INHIBITOR,,,,False,,,
D03352,rxcui:877015,LEVOLEUCOVORIN,,,,True,,,
D03353,hemonc:57,BHQ-880,,inhibitor,,False,,,
D03354,rxcui:203152,ALENDRONATE SODIUM,small molecule,,,True,,,
D03355,iuphar.ligand:989,ENDOTHELIN-1,,,,False,,,
D03356,ncit:C87727,ENRASENTAN,,inhibitor,,False,,,
D03357,rxcui:1442132,MACITENTAN,Small molecule,inhibitor,,True,,,
D03358,ncit:C74027,SOVATELTIDE,peptide,,,False,,,
D03359,rxcui:358274,AMBRISENTAN,antihypertensive agent,inhibitor,,True,,,
D03360,chembl:CHEMBL2109282,RG-7636,,binder,,False,,,
D03361,ncit:C73038,SITAXENTAN,small molecule,inhibitor,,True,,,
D03362,iuphar.ligand:1010,BQ788,,,,False,,,
D03363,ncit:C152373,SITAXENTAN SODIUM,,inhibitor,,True,,,
D03364,ncit:C97358,TEZOSENTAN,,inhibitor,,False,,,
D03365,ncit:C75991,DARUSENTAN,Small molecule,inhibitor,,False,,,
D03366,rxcui:2679059,APROCITENTAN,,inhibitor,,True,,,
D03367,rxcui:1468845,BOSENTAN ANHYDROUS,Antihypertensive Agents,inhibitor,,True,,,
D03368,iuphar.ligand:8136,COMPOUND 2 [PMID: 15546730],,inhibitor,,False,,,
D03369,iuphar.ligand:9186,ECF506,,inhibitor,,False,,,
D03370,rxcui:7327,NERVE GROWTH FACTOR,,,,False,,,
D03371,rxcui:8782,PROPOFOL,small molecule,,,True,,,
D03372,iuphar.ligand:10428,COMPOUND 25 [PMID: 31260299],,inhibitor,,False,,,
D03373,ncit:C2337,SODIUM BUTYRATE,,,,False,,,
D03374,iuphar.ligand:10515,MAK683,,,,False,,,
D03375,iuphar.ligand:8214,COMPOUND 14K [PMID: 21982499],,inhibitor,,False,,,
D03376,iuphar.ligand:8215,CCT244747,,inhibitor,,False,,,
D03377,chembl:CHEMBL1630084,CHEMBL:CHEMBL1630084,,,,False,,,
D03378,chembl:CHEMBL1093490,CHEMBL:CHEMBL1093490,,,,False,,,
D03379,chembl:CHEMBL1092743,CHEMBL:CHEMBL1092743,,,,False,,,
D03380,chembl:CHEMBL483302,CHEMBL:CHEMBL483302,,,,False,,,
D03381,chembl:CHEMBL1089321,CHEMBL:CHEMBL1089321,,,,False,,,
D03382,ncit:C170396,ZIRITAXESTAT,,inhibitor,,False,,,
D03383,drugbank:DB17302,SNS01-T,siRNA,,,False,,,
D03384,chembl:CHEMBL2109391,MDX-447,,modulator,,False,,,
D03385,ncit:C64620,ZALUTUMUMAB,,inhibitor,,False,,,
D03386,ncit:C131492,RUSERONTINIB,,inhibitor,,False,,,
D03387,rxcui:2058848,DACOMITINIB ANHYDROUS,Kinase Inhibitors,inhibitor,,True,,,
D03388,rxcui:1535922,RAMUCIRUMAB,antibody,,,True,,,
D03389,ncit:C116628,DULIGOTUZUMAB,Therapeutic Antibodies,antibody; inhibitor,,False,,,
D03390,ncit:C99905,ROCILETINIB,Kinase Inhibitors,inhibitor,,False,,,
D03391,rxcui:2665204,MOMELOTINIB,,inhibitor,,True,,,
D03392,drugbank:DB06133,DIMETHYLCURCUMIN,,,,False,,,
D03393,chembl:CHEMBL514499,GW843682X,,,,False,,,
D03394,ncit:C80868,FALNIDAMOL,,inhibitor,,False,,,
D03395,rxcui:1921217,BRIGATINIB,Pan-TK inhibitor,inhibitor,,True,,,
D03396,chembl:CHEMBL4650290,GC1118,,inhibitor,,False,,,
D03397,rxcui:2691150,LAZERTINIB,,inhibitor,,True,,,
D03398,drugbank:DB12174,CUDC-101,Small molecule,inhibitor,,False,,,
D03399,ncit:C69076,RINDOPEPIMUT,vaccine,vaccine,,False,,,
D03400,ncit:C190488,CETUXIMAB SAROTALOCAN,,binder,,False,,,
D03401,chembl:CHEMBL4596972,PUQUITINIB MESYLATE DIHYDRATE,,inhibitor,,False,,,
D03402,iuphar.ligand:11889,ZIPALERTINIB,,inhibitor,,False,,,
D03403,iuphar.ligand:7640,SIMOTINIB,,inhibitor,,False,,,
D03404,ncit:C62496,TESEVATINIB,Kinase Inhibitors,inhibitor,,False,,,
D03405,iuphar.ligand:4862,AG1478,,,,False,,,
D03406,drugbank:DB14768,PF-06459988,,inhibitor,,False,,,
D03407,chembl:CHEMBL4650289,KBP5209,,inhibitor,,False,,,
D03408,ncit:C2713,PELITINIB,Kinase Inhibitors,inhibitor,,False,,,
D03409,rxcui:1427158,EPIDERMAL GROWTH FACTOR,,,,False,,,
D03410,chembl:CHEMBL1358137,CHEMBL:CHEMBL1358137,,,,False,,,
D03411,ncit:C179280,ALLITINIB,,inhibitor,,False,,,
D03412,ncit:C133691,AUMOLERTINIB,,inhibitor,,False,,,
D03413,iuphar.ligand:9125,MM-151,Therapeutic Antibodies,antibody,,False,,,
D03414,rxcui:2570736,MOBOCERTINIB,,inhibitor,,True,,,
D03415,drugbank:DB06021,AV-412,Small molecule,inhibitor,,False,,,
D03416,drugbank:DB16108,TAK-715,,,,False,,,
D03417,chembl:CHEMBL2109390,MAB-425,,inhibitor,,False,,,
D03418,drugbank:DB18417,PF-05230907,,,,False,,,
D03419,chembl:CHEMBL3109738,JNJ-26483327,,inhibitor,,False,,,
D03420,ncit:C115109,NAZARTINIB,,inhibitor,,False,,,
D03421,ncit:C152692,TOMUZOTUXIMAB,,inhibitor,,False,,,
D03422,chembl:CHEMBL2107861,ZALUTUMUMAB,monoclonal antibody,,,False,,,
D03423,ncit:C131175,ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013,,,,False,,,
D03424,drugbank:DB14944,TARLOXOTINIB,,inhibitor,,False,,,
D03425,rxcui:1723738,NECITUMUMAB,monoclonal antibody,inhibitor; antibody,,True,,,
D03426,ncit:C1868,VATALANIB,small molecule,,,False,,,
D03427,rxcui:2549199,AMIVANTAMAB,,inhibitor,,True,,,
D03428,ncit:C99160,ICOTINIB HYDROCHLORIDE,,,,False,,,
D03429,chembl:CHEMBL449214,GRACILIN A,,,,False,,,
D03430,iuphar.ligand:7642,PKI166,,inhibitor,,False,,,
D03431,ncit:C95206,DEPATUXIZUMAB,Therapeutic Antibodies,inhibitor; antibody,,False,,,
D03432,ncit:C2012,MATUZUMAB,,inhibitor,,False,,,
D03433,ncit:C152075,MODOTUXIMAB,,inhibitor,,False,,,
D03434,ncit:C94221,ANTI-EGFR MONOCLONAL ANTIBODY GT-MAB 5.2-GEX,,,,False,,,
D03435,chembl:CHEMBL1077759,GRACILIN J,,,,False,,,
D03436,rxcui:1919503,DURVALUMAB,,,,True,,,
D03437,chembl:CHEMBL2109388,FUTUXIMAB,,,,False,,,
D03438,ncit:C95893,G-QUADRUPLEX STABILIZER BMVC,,,,False,,,
D03439,ncit:C88307,ANTI-EGFRVIII IMMUNOTOXIN MR1-1,,,,False,,,
D03440,ncit:C152971,FUTUXIMAB,,inhibitor,,False,,,
D03441,chembl:CHEMBL2109389,IMGATUZUMAB,Therapeutic Antibodies,inhibitor; antibody,,False,,,
D03442,ncit:C48369,MULTIKINASE INHIBITOR AEE788,,inhibitor,,False,,,
D03443,ncit:C1112,GELDANAMYCIN,,,,False,,,
D03444,ncit:C121850,CETUXIMAB SAROTALOCAN SODIUM,,,,False,,,
D03445,ncit:C48380,PAN-HER KINASE INHIBITOR AC480,Small molecule,,,False,,,
D03446,chembl:CHEMBL3545200,S-222611,,inhibitor,,False,,,
D03447,drugbank:DB12142,DULIGOTUZUMAB,,,,False,,,
D03448,rxcui:6466,LOMUSTINE,,,,True,,,
D03449,rxcui:1721559,OSIMERTINIB MESYLATE,,inhibitor,,True,,,
D03450,iuphar.ligand:11608,EPITINIB,,inhibitor,,False,,,
D03451,iuphar.ligand:5274,STO609,,inhibitor,,False,,,
D03452,ncit:C120307,MAVELERTINIB,,inhibitor,,False,,,
D03453,drugbank:DB16091,EMB-01,,inhibitor,,False,,,
D03454,ncit:C163981,PIMURUTAMAB,,inhibitor,,False,,,
D03455,ncit:C2714,ANTI-EGFR MONOCLONAL ANTIBODY EMD 55900,,,,False,,,
D03456,chembl:CHEMBL494826,METHYLCURCUMIN,,,,False,,,
D03457,rxcui:2595243,PACRITINIB,small molecule,,,True,,,
D03458,rxcui:2361285,TUCATINIB,Small molecule,inhibitor,,True,,,
D03459,ncit:C2167,EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR,,,,False,,,
D03460,drugbank:DB11665,BMS-690514,Kinase Inhibitors,inhibitor,,False,,,
D03461,chembl:CHEMBL1614725,TAK-285,,inhibitor,,False,,,
D03462,iuphar.ligand:6017,PD 174265,,,,False,,,
D03463,ncit:C78853,PATRITUMAB,Therapeutic Antibodies,inhibitor,,False,,,
D03464,rxcui:2477103,TEPOTINIB,Kinase Inhibitors,,,True,,,
D03465,drugbank:DB12558,AEE-788,,inhibitor,,False,,,
D03466,chembl:CHEMBL1911631,YUANHUADINE,,,,False,,,
D03467,rxcui:4582,TEGAFUR,Fluoropyrimidine,,,True,,,
D03468,chembl:CHEMBL5314410,THELIATINIB,,inhibitor,,False,,,
D03469,ncit:C111906,LAPRITUXIMAB EMTANSINE,,,,False,,,
D03470,rxcui:2570737,MOBOCERTINIB SUCCINATE,,inhibitor,,True,,,
